ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,SubGroup,Words
939,Ngaju Dayak,ngaj1237,Ngaju,nij,Papunesia,-1.58463,112.794,Austronesian,Malayo-Polynesian,5
945,Chibcha (Muisca),chib1270,Chibcha,chb,South America,6.24999,-74.1666,Chibchan,Kuna-Colombian,5
946,Simeulue (Simalur),sime1241,Simeulue,smr,Papunesia,2.50288,96.2757,Austronesian,Malayo-Polynesian,5
960,Aklanon,akla1240,Aklanon,akl,Papunesia,11.55432,122.35413,Austronesian,Malayo-Polynesian,5
963,Bughotu (Bugotu),bugh1239,Bughotu,bgt,Papunesia,-8.47948,159.802,Austronesian,Malayo-Polynesian,5
965,Hawu (Sabu),sabu1255,Hawu,hvn,Papunesia,-10.5522,121.847,Austronesian,Malayo-Polynesian,5
966,Tetum (Tetun),tetu1245,Tetum,tet,Papunesia,-9.11217,125.528,Austronesian,Malayo-Polynesian,5
994,Lengua (Enlhet),nort2971,Enlhet Norte,enl,South America,-22.54,-58.98,Mascoian,Lengua,5
1029,Gorontalo,goro1259,Gorontalo,gor,Papunesia,0.62689,122.288,Austronesian,Malayo-Polynesian,5
1069,Yucatec Maya,yuca1254,Yucatec Maya,yua,North America,18.7757,-88.9567,Mayan,Yucatecan,5
1074,Ignaciano,moxo1234,Mojeño,,,,,Arawakan,Southern Arawakan,5
1094,Old Polish,oldp1256,Old Polish,,Eurasia,,,Indo-European,Slavic,5
1116,Barasana,bara1380,Barasana-Eduria,bsn,South America,0.02193,-70.808,Tucanoan,Eastern Tucanoan,5
1128,"Wanano (Guanano, Piratapuyo)",wana1272,Kotiria-Piratapuyo,,,,,Tucanoan,Eastern Tucanoan,5
1193,Inkhokvari,inxo1238,Inxokvari,,Eurasia,,,Northeast Caucasian,Tsezic,5
1212,Aymara,nucl1667,Central-Southern Aymara,aym,South America,,,Aymaran,Aymara,5
1215,Tehuelche,tehu1242,Tehuelche,teh,South America,-47.5796,-68.3235,Chonan,Chon proper,5
1244,Chickasaw,chic1270,Chickasaw,cic,North America,34.0,-88.0,Muskogean,Western Muskogean,5
1262,Afar,,,,,,,Cushitic,afar1241,5
1291,Gbaya,gbay1279,Gbaya-Manza-Ngbaka,,,,,Niger–Congo,Volta-Congo,5
1302,"ǃKhong (ǃXóõ, Taa )",,,,,,,Khoisan,Tuu,5
1306,Wantoat,want1252,Wantoat,wnc,Papunesia,-6.15216,146.513,Trans–New Guinea,Finisterre–Huon,5
1317,Diyari,dier1241,Dieri,dif,Australia,-28.1667,138.0,Pama–Nyungan,Karnic,5
1330,Totontepec Mixe,toto1305,Totontepec Mixe,mto,North America,17.2157,-96.0179,Mixe–Zoque,Mixean,5
1338,Coast Tsimshian (Shm’algyack),coas1300,Coast Tsimshian,,North America,,,Tsimshianic,Maritime Tsimshian,5
1440,Ga,gaaa1244,Ga,gaa,Africa,5.65488,-0.18598,Niger–Congo,Atlantic–Congo,5
1489,Yugambeh (Tweed-Albert Bandjalang),twee1234,Tweed-Albert,xjb,Australia,-28.028726,153.286993,Pama–Nyungan,Bandjalangic,5
1575,Pacoh,paco1243,Pacoh,pac,Eurasia,16.3353,107.094,Austroasiatic,Katuic,5
1596,Sindhi,sind1272,Sindhi,snd,Eurasia,26.0,69.0,Indo-European,Indo-Iranian,5
1687,Ubykh,ubyk1235,Ubykh,uby,Eurasia,43.67,39.67,Northwest Caucasian,Ubykh,5
25,Kayardild,kaya1319,Kayardild,gyd,Australia,-17.0695,139.489,Tangkic,Kayardild,4
53,Sabaic,saba1279,Sabaic,xsa,Eurasia,15.42,45.35,Afro-Asiatic,West Semitic,4
54,Komi-Permyak,komi1269,Komi-Permyak,koi,Eurasia,59.6602,54.7959,Uralic,Permic,4
65,Argobba,argo1244,Argobba,agj,Africa,10.6596,39.756,Afro-Asiatic,Ethiosemitic,4
74,Sardinian,sard1257,Sardinian,,,,,Indo-European,Romance,4
104,Chang,chan1313,Chang Naga,nbc,Eurasia,26.4336,94.9536,Sino-Tibetan,Brahmaputran,4
227,Old Persian,oldp1254,Old Persian (ca. 600-400 B.C.),peo,Eurasia,32.0,54.0,Indo-European,Indo-Iranian,4
315,Oroch,oroc1248,Oroch,oac,Eurasia,50.32354,137.85131,Altaic,Manchu-Tungusic,4
327,Wakhi,wakh1245,Wakhi,wbl,Eurasia,37.1768,73.9777,Indo-European,Indo-Iranian,4
332,Tocharian A,tokh1241,Tokharian,,,,,Indo-European,Tocharian,4
334,Acehnese,achi1257,Acehnese,ace,Papunesia,3.90757,96.6032,Austronesian,Malayo-Polynesian,4
426,Yupik,yupi1267,Yupik,,,,,Eskimo–Aleut,Eskimo,4
431,Kunwinjku,guma1252,Kunwinjku,,Australia,,,Arnhem,Gunwinyguan,4
432,Bandjalangic,band1339,Bandjalangic,,Australia,-28.3458,152.859,Pama–Nyungan,Southeastern Pama–Nyungan,4
434,Aranda,aran1263,Upper Arrernte,,,,,Pama–Nyungan,Arandic,4
442,Warumungu,waru1265,Warumungu,wrm,Australia,-20.6479,134.375,Pama–Nyungan,Desert Nyungic,4
447,Forest Nenets,fore1266,Pur Nenets,,Eurasia,,,Uralic,Samoyedic,4
451,Cuicatec,cuic1234,Cuicatec,,,,,Oto-Manguean,Mixtecan,4
465,Kobon,kobo1249,Kobon,kpw,Papunesia,-5.16446,144.46,Trans–New Guinea,Madang,4
507,Ineseño,ines1240,Ineseño,inz,North America,34.6169,-120.08,Chumashan,Southern Chumashan,4
513,Kawaiisu,kawa1283,Kawaiisu,xaw,North America,36.0538,-118.679,Uto-Aztecan,Numic,4
566,Wayuu (Guajiro),wayu1243,Wayuu,guc,South America,11.395566,-72.199791,Arawakan,Northern Arawakan,4
585,Kwakw’ala,kwak1269,Kwak'wala,kwk,North America,50.9269,-127.308,Wakashan,Northern Wakashan,4
601,Meriam (Eastern Torres Strait),meri1244,Meriam,ulk,Papunesia,-9.59575,143.773,Trans-Fly,Eastern Trans-Fly,4
616,Polci,nyam1284,Polci-Luri,,,,,Afro-Asiatic,Chadic,4
618,Waurá,waur1244,Waurá,wau,South America,-13.296,-53.6971,Arawakan,Southern Arawakan,4
620,Maonan,maon1241,Maonan,mmd,Eurasia,25.0169,108.024,Kra–Dai,Kam–Sui,4
638,Yangliu,yang1304,Yangliu,,Eurasia,25.22482,99.046326,Sino-Tibetan,Lolo–Burmese,4
645,West Futuna (Futuna-Aniwa),futu1245,Futuna-Aniwa,fut,Papunesia,-19.5303,170.215,Austronesian,Malayo-Polynesian,4
654,Mambwe,mamb1296,Mambwe-Lungu,mgr,Africa,-8.86817,31.2269,Atlantic–Congo,Benue–Congo,4
656,Suba,suba1252,Suba-Simbiti,ssc,Africa,-1.103296,34.268,Atlantic–Congo,Benue–Congo,4
664,Bulang (Blang),blan1242,Blang,blr,Eurasia,22.0092,99.7405,Austroasiatic,Khasi–Palaungic,4
698,Siona,sion1247,Siona-Tetete,snn,South America,0.31733,-76.0237,Tucanoan,Western Tucanoan,4
701,Uncunwee (Ghulfan),ghul1238,Uncunwee,ghl,Africa,11.6432,29.8122,Eastern Sudanic,Astaboran,4
708,Kemie,kemi1240,Kemiehua,kfj,Eurasia,22.0603,101.144,Austroasiatic,Khasi–Palaungic,4
743,Mocoví,moco1246,Mocoví,moc,South America,-28.097,-60.4145,Guaicuruan,Southern Guaicuruan,4
745,Buyang,buya1244,Buyang,byu,,,,Kra–Dai,Kra,4
746,Surin Khmer (Northern Khmer),nort2684,Northern Khmer,kxm,Eurasia,14.4674,103.863,Austroasiatic,Khmeric,4
755,Chong,chon1284,Chong of Chanthaburi,cog,Eurasia,12.5218,102.514,Austroasiatic,Pearic,4
761,Nivaclé,niva1238,Nivaclé,cag,South America,-22.8557,-61.7606,Matacoan,Nivaclé,4
794,Aché,ache1246,Aché,guq,South America,-25.5865,-56.4697,Tupian,Tupi–Guarani,4
801,Kumbewaha,kumb1274,Kumbewaha,xks,Papunesia,-5.34485,123.154,Austronesian,Malayo-Polynesian,4
836,Friulian,friu1240,Friulian,fur,Eurasia,46.1473,13.0493,Indo-European,Romance,4
849,Penrhyn,penr1237,Māngarongaro,pnh,Papunesia,-9.082238,-157.922908,Austronesian,Malayo-Polynesian,4
850,Vaeakau-Taumako (Pileni),pile1238,Vaeakau-Taumako,piv,Papunesia,-10.173335,166.247188,Austronesian,Malayo-Polynesian,4
852,Sikaiana,sika1261,Sikaiana,sky,Papunesia,-8.378194,162.72952,Austronesian,Malayo-Polynesian,4
856,Rakahanga-Manihiki,raka1237,Rakahanga-Manihiki,rkh,Papunesia,-10.03,-161.09,Austronesian,Malayo-Polynesian,4
858,Kapingamarangi,kapi1249,Kapingamarangi,kpg,Papunesia,1.039166,154.797223,Austronesian,Malayo-Polynesian,4
859,Tokelau,toke1240,Tokelau,tkl,Papunesia,-9.227642,-171.780833,Austronesian,Malayo-Polynesian,4
864,Khalaj,turk1303,Khalaj Turkic,klj,Eurasia,34.42237,50.32223,Altaic,Turkic,4
866,Salar,sala1264,Salar,slr,Eurasia,35.5457,102.819,Altaic,Turkic,4
875,Vai,vaii1241,Vai,vai,Africa,7.05085,-11.3262,Mande,Western Mande,4
887,Southern Bobo Mandaré,bobo1253,Bobo,,,,,Mande,Western Mande,4
905,Bunun,bunu1267,Bunun,bnn,Papunesia,23.4116,121.025,Austronesian,Bunun,4
910,Tboli,tbol1240,Tboli,tbl,Papunesia,6.20377,124.538,Austronesian,Malayo-Polynesian,4
911,Mapun (Bajaw),born1254,Borneo Coast Bajaw,,,,,Austronesian,Malayo-Polynesian,4
913,Hanunoo,hano1241,,,,,,Austronesian,Malayo-Polynesian,4
927,Sasak,sasa1249,Sasak,sas,Papunesia,-8.58349,116.284,Austronesian,Malayo-Polynesian,4
932,Luang (Wetan),luan1263,Luang,lex,Papunesia,-8.18378,127.944,Austronesian,Malayo-Polynesian,4
933,Kei,keii1239,Kei,kei,Papunesia,-5.63948,133.02,Austronesian,Malayo-Polynesian,4
940,Nias,nias1242,Nias,nia,Papunesia,0.90691,97.4961,Austronesian,Malayo-Polynesian,4
942,Dairi-Pakpak Batak,bata1294,Batak Dairi,btd,Papunesia,2.51438,98.2427,Austronesian,Malayo-Polynesian,4
955,Saisiyat,sais1237,Saisiyat,xsy,Papunesia,24.6043,121.067,Austronesian,Northwest Formosan,4
967,Kadazan Dusun,cent2100,Kadazan Dusun,dtp,Papunesia,6.02998,116.681,Austronesian,Malayo-Polynesian,4
989,Yaruro (Pumé),pume1238,Pumé,yae,South America,7.10677,-67.5996,Yaruro,,4
990,Chiriguano (Eastern Bolivian Guaraní),chir1295,Chiriguanic,,,,,Tupian,Tupi–Guarani,4
1012,Ngoreme (Ngurimi),ngur1263,Ngoreme,ngq,Africa,-1.8485,34.6173,Atlantic–Congo,Benue–Congo,4
1014,Tarifit Berber,tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,rif,Africa,34.916974,-3.430616,Afro-Asiatic,Berber,4
1019,Madurese,madu1247,Maduresic,,,,,Austronesian,Malayo-Polynesian,4
1037,Alekano,alek1238,Alekano,gah,Papunesia,-6.03901,145.387,Trans–New Guinea,Kainantu–Goroka,4
1039,Baruya (Yipma),baru1267,Baruya,byr,Papunesia,-6.89261,145.818,Trans–New Guinea,Angan,4
1072,Lacandon,laca1243,Lacandon,lac,North America,17.02093,-91.42348,Mayan,Yucatecan,4
1099,Thalanyji,dhal1245,Dhalandji,dhl,Australia,-22.196,114.937,Pama–Nyungan,Kanyara–Mantharta,4
1103,Sika,sika1262,Sika,ski,Papunesia,-8.67302,122.38,Austronesian,Malayo-Polynesian,4
1109,Witoto Mi̵ni̵ca,mini1256,Minica Huitoto,hto,South America,-1.54535,-73.1107,Bora–Witoto,Witoto–Ocaina,4
1118,Reta (Retta),rett1240,Reta,ret,Papunesia,-8.22481,124.36,Trans–New Guinea,Timor–Alor–Pantar,4
1130,Sierra Puebla Nahuatl (Sierra de Zacapoaxtla),high1278,Highland Puebla Nahuatl,azz,North America,20.1554,-97.5556,Uto-Aztecan,Nahuan,4
1209,Epena (Eperara),epen1239,Epena,sja,South America,4.25877,-77.3566,Chocoan,Emberá,4
1225,Lule Sami,lule1254,Lule Saami,smj,Eurasia,67.2759,17.8057,Uralic,Sámi,4
1252,Levantine Arabic,leva1239,Levantine-Cypriot Arabic,,,,,Afro-Asiatic,West Semitic,4
1253,"Kawésqar (Qawasqar, Alacaluf)",qawa1238,Qawasqar,alc,South America,-49.303195,-74.707536,Alacalufan,Kawésqar,4
1287,Luganda,gand1255,Ganda,lug,Africa,0.66884,32.15153,Niger–Congo,Benue–Congo,4
1290,Tem (Kotokoli),temm1241,Tem,kdh,Africa,8.967,1.136,Niger–Congo,Gur,4
1296,Bagirmi,bagi1246,Bagirmi,bmi,Africa,11.52392,14.769495,Saharan,Central Sudanic,4
1318,Paakantyi (Darling language),darl1243,Paakantyi,drl,Australia,-32.7021,142.695,Pama–Nyungan,Yarli–Baagandji,4
1329,Guahibo (Sikuaani),guah1254,Guahibo-Playero,,,,,Guahiban,Guahibo,4
1335,Cubeo,cube1242,Cubeo,cub,South America,1.32382,-70.1939,Tucanoan,Central Tucanoan,4
1336,Matsés (Mayoruna),mats1244,Matsés,mcf,South America,-5.73914,-72.6281,Panoan,Mayoruna,4
1343,Xavante,xava1240,Xavánte,xav,South America,-14.3017,-52.4367,Macro-Jê,Jê,4
1354,Guayabero,guay1257,Guayabero,guo,South America,2.8969,-71.844,Guajiboan,Southwest Guajiboan,4
1433,Achuar,achu1248,Achuar-Shiwiar,acu,South America,-2.82646,-77.2641,Chicham (Jivaroan),Achuar,4
1450,Highland Chinantec,chin1488,Chinantec Group V,,,,,Oto-Mangue,Western Oto-Mangue,4
1456,Sicilian,sici1248,Sicilian,scn,Eurasia,37.5735,14.0414,Indo-European,Romance,4
1461,Limburgish,limb1263,Limburgan,lim,Eurasia,51.015,5.87705,Indo-European,Germanic,4
1509,Lakalai,laka1255,Lakalei,lka,Papunesia,-8.86372,125.716,Austronesian,Malayo-Polynesian,4
1534,Wu Chinese,wuch1236,Wu Chinese,wuu,Eurasia,29.8621,119.682,Sino-Tibetan,Sinitic,4
1548,Muinane,muin1242,Muinane,bmr,South America,-0.8652,-72.4249,Bora–Witoto,Boran,4
1551,Teochew (Chaozhou),chao1238,Chaozhou,,Eurasia,23.666667,116.633333,Sino-Tibetan,Sinitic,4
1556,Khowar,khow1242,Khowar,khw,Eurasia,36.0,72.0,Indo-European,Indo-Iranian,4
1557,Kashmiri,kash1277,Kashmiri,kas,Eurasia,34.166825,74.330455,Indo-European,Indo-Iranian,4
1560,Texistepec,texi1237,Texistepec Popoluca,poq,North America,17.8926,-94.8076,Mixe–Zoquean,Zoquean,4
1562,Eyak,eyak1241,Eyak,eya,North America,60.4232,-144.762,Na-Dene,Athabaskan–Eyak,4
1564,Yele (Rossel),yele1255,Yele,yle,Papunesia,-11.3796,154.127,Yele – West New Britain,Yele,4
1577,Akha,akha1245,Akha,ahk,Eurasia,21.2309,100.964,Sino-Tibetan,Lolo-Burmese,4
1611,Bora,bora1263,Bora,boa,South America,-2.000259,-72.257066,Boran,Bora,4
4,Kodagu,koda1255,Kodava,kfa,Eurasia,12.2443,75.9161,Dravidian,South Dravidian,3
13,Uma,umaa1242,Uma,ppk,Papunesia,-1.70416,119.968,Austronesian,Malayo-Polynesian,3
23,Tamang,tama1367,Tamangic,,,,,Sino-Tibetan,Tamangic,3
42,Yugh,yugh1239,Yugh,yug,Eurasia,60.8778,89.7479,Yeniseian,Northern Yeniseian,3
47,Selti,silt1240,Silt'e,stv,Africa,7.77004,38.1449,Afro-Asiatic,Ethiosemitic,3
56,Gedeo,gede1246,Gedeo,drs,Africa,6.18469,38.2395,Afro-Asiatic,Cushitic,3
58,Lango,lang1322,Lango-Logire-Logir,lno,Africa,4.04948,33.0412,Eastern Sudanic,Nilotic,3
63,Siraya,sira1267,Sirayaic,fos,Papunesia,22.9777,120.315,Austronesian,East Formosan,3
75,Talysh,taly1247,North-Central Talysh,tly,Eurasia,38.4552,48.6349,Indo-European,Indo-Iranian,3
103,Kankanabu,kana1286,Kanakanavu,xnb,Papunesia,23.3235,120.887,Austronesian,Tsouic,3
150,Middle Mongolian,midd1351,Middle Mongol,xng,Eurasia,48.72618,108.6745,Altaic,Mongolic,3
264,Khwaresmian,khwa1238,Khwarezmian,xco,Eurasia,41.68,60.75,Indo-European,Indo-Iranian,3
275,Assyrian Neo-Aramaic,assy1241,Assyrian Neo-Aramaic,aii,Eurasia,36.75,43.0,Afro-Asiatic,Central Semitic,3
291,Kuuk-Thaayorre (Thayore),thay1249,Thayore,thd,Australia,-14.8159,142.034,Pama–Nyungan,Paman,3
302,Khumi,khum1248,Khumi Chin,cnk,Eurasia,22.87125,92.9894633333,Sino-Tibetan,Kuki-Chin-Mizo,3
319,Endegany,inor1238,Inoric,ior,Africa,7.94883,37.7968,Afro-Asiatic,Ethiosemitic,3
338,Muher,seba1251,Sebat Bet Gurage,sgw,Africa,8.11879,37.9891,Afro-Asiatic,Ethiosemitic,3
347,Harari,hara1271,Harari,har,Africa,9.30485,42.1332,Afro-Asiatic,Ethiosemitic,3
367,Ponapean (Pohnpeian),pohn1238,Pohnpeian,pon,Papunesia,6.87212,158.223,Austronesian,Malayo-Polynesian,3
368,Hupa,hupa1239,Hupa-Chilula,hup,North America,41.0982,-123.68,Na-Dené,Athabaskan,3
369,Kwamera,kwam1252,Kwamera,tnk,Papunesia,-19.5954,169.442,Austronesian,Malayo-Polynesian,3
370,Old Czech,czec1258,Czech,ces,Eurasia,49.873398,15.10437,Indo-European,Slavic,3
377,Kiribati,gilb1244,Gilbertese,gil,Papunesia,0.179,173.64,Austronesian,Malayo-Polynesian,3
385,Laz,lazz1240,Laz,lzz,Eurasia,41.5004,41.9096,Kartvelian,Karto-Zan,3
386,Manang,mana1290,Manang,,Africa,,,Sino-Tibetan,Manang,3
387,Marshallese,mars1254,Marshallese,mah,Papunesia,8.72,167.73,Austronesian,Malayo-Polynesian,3
402,Walmajarri,walm1241,Walmajarri-Juwaliny,wmt,Australia,-19.7229,126.113,Pama–Nyungan,Ngumpin–Yapa,3
407,Ngalakgan,ngal1293,Ngalakgan,nig,Australia,-14.4281,134.716,Arnhem,Gunwinyguan,3
423,Eastern Canadian Inuktitut,east2534,Eastern Canadian Inuktitut,ike,North America,62.1735,-75.6139,Eskimo–Aleut,Eskimo,3
425,Pintupi-Luritja,pint1250,Pintupi-Luritja,piu,Australia,-23.2963,130.643,Pama–Nyungan,Wati,3
427,Wagaya,waga1260,Wagaya,wga,Australia,-20.329,137.623,Pama–Nyungan,Ngarna,3
466,Sau (Samberigi),samb1321,Samberigi,ssx,Papunesia,-6.7028,143.951,Engan,South Engan,3
475,Waskia,wask1241,Waskia,wsk,Papunesia,-4.57978,145.979,Trans–New Guinea,Madang,3
502,Wikchamni,wikc1234,Wikchamni,,North America,,,Yok-Utian,Yokuts,3
504,Lake Miwok,lake1258,Lake Miwok,lmw,North America,39.0021,-122.621,Yok-Utian,Utian,3
505,Maidu,nort2952,Northeast Maidu,nmu,North America,40.4102,-120.645,Maiduan,Maidu,3
506,Central Hill Nisenan,nise1244,Nisenan,nsz,North America,38.047,-120.393,Maiduan,Nisenan,3
511,Wappo,wapp1239,Wappo,wao,North America,38.25,-122.5,Yuki–Wappo,Wappo,3
514,Kitanemuk,serr1255,Serrano,ser,North America,33.9479,-116.772,Uto-Aztecan,Northern Uto-Aztecan,3
517,Quechan,quec1382,Quechan,yum,North America,32.7859,-114.599,Yuman,Core Yuman,3
530,Yankton-Yanktonai,nako1239,Yankton-Yanktonai,,North America,,,Siouan,Western Siouan,3
531,Santee-Sisseton,dako1259,Santee-Sisseton,,North America,,,Siouan,Western Siouan,3
534,Konkow (Northwest Maidu),nort2951,Northwest Maidu,mjd,North America,39.6721,-121.368,Maiduan,Konkow,3
535,Serrano,serr1255,Serrano,ser,North America,33.9479,-116.772,Uto-Aztecan,Northern Uto-Aztecan,3
541,Tojolabal,tojo1241,Tojolabal,toj,North America,16.2572,-91.7825,Mayan,Qʼanjobalan–Chujean,3
546,Orokaiva,orok1269,Orokaiva,okv,Papunesia,-8.79019,148.09,Trans–New Guinea,Binanderean,3
549,Barai,nucl1630,Barai,bbb,Papunesia,-9.46246,147.899,Trans–New Guinea,Koiarian,3
560,Seward Alaska Inupiatun,nort2945,Seward Alaska Inupiatun,esk,North America,64.77955,-161.80666,Eskimo–Aleut,Eskimo,3
562,Rek (Southwestern Dinka),rekk1238,Rek,,Africa,,,Eastern Sudanic,Nilotic,3
565,Chippewa (Minnesota Ojibwe),chip1241,Chippewa,ciw,North America,47.347,-94.2738,Algic,Algonquian,3
568,Ixil,ixil1251,Ixil,ixl,North America,15.4569,-90.8935,Mayan,Eastern Mayan,3
575,Alutiiq Alaskan Yupik,paci1278,Pacific Gulf Yupik,ems,North America,60.4238,-148.043,Eskimo–Aleut,Eskimo,3
577,Chavacano,chav1241,Chavacano,cbk,Papunesia,7.435034,122.18849,Spanish-based creole,,3
581,Maguindanao,magu1243,Maguindanao,mdh,Papunesia,6.9453,124.509,Austronesian,Malayo-Polynesian,3
584,Nootka (Nuu-chah-nulth),nuuc1236,Nuu-chah-nulth,nuk,North America,49.67,-126.67,Wakashan,Southern Wakashan,3
595,Lingala,ling1263,Kinshasa Lingala,lin,Africa,-4.409174,15.28532,Atlantic–Congo,Benue–Congo,3
607,Cashibo,cash1251,Cashibo-Cacataibo,cbr,South America,-8.70232,-75.4206,Panoan,Mainline Panoan,3
608,Maca,maca1260,Maca,mca,South America,-25.0119,-57.3694,Matacoan,Maca,3
631,Wa,waaa1245,Nuclear Waic,,,,,Austroasiatic,Khasi–Palaungic,3
633,Lotha,loth1237,Lotha Naga,njh,Eurasia,26.01396,94.04355,Sino-Tibetan,Lotha,3
637,Mangdi,sout3210,Southern Lalo,,Eurasia,23.5,99.33,Sino-Tibetan,Lolo–Burmese,3
646,Pukapukan,puka1242,Pukapuka,pkp,Papunesia,-10.91,-165.83,Austronesian,Malayo-Polynesian,3
650,"Manang (Manange, Nyishang)",mana1288,Manange,nmm,Eurasia,28.6416,84.0515,Sino-Tibetan,Manang,3
659,Favorlang,favo1235,Favorlang,,Papunesia,,,Austronesian,Western Plains Formosan,3
675,Wetarese (Ili'uun),weta1245,Wetar,,,,,Austronesian,Malayo-Polynesian,3
676,Teiwa,teiw1236,Teiwa-Sar,,,,,Trans–New Guinea,Timor–Alor–Pantar,3
707,Khasi,khas1269,Khasi,kha,Eurasia,24.977,91.9998,Austroasiatic,Khasi–Palaungic,3
713,Chuka (Meru),mwim1241,Mwimbi-Muthambi,mws,Africa,-0.11968,37.5939,Atlantic–Congo,Benue–Congo,3
715,Gusii,gusi1247,Gusii,guz,Africa,-0.78872,34.76751,Atlantic–Congo,Benue–Congo,3
716,Kwere,kwer1261,Kwere,cwe,Africa,-6.50666,38.4449,Atlantic–Congo,Benue–Congo,3
719,Mwera,mwer1248,Mwera (Chimwera),mwe,Africa,-9.75639,38.8762,Atlantic–Congo,Benue–Congo,3
723,Rundi,rund1242,Rundi,run,Africa,-2.94,29.97,Atlantic–Congo,Benue–Congo,3
740,Cavineña,cavi1250,Cavineña,cav,South America,-13.3544,-66.6277,Pano–Tacanan,Tacanan,3
744,Chorote (Iyo'wujwa Chorote),iyow1239,Iyo'wujwa Chorote,crq,South America,-22.2067,-62.6508,Matacoan,Chorote,3
752,Prai (Phai),phai1238,Prai,prt,Eurasia,19.0383,101.218,Austroasiatic,Khmuic,3
753,Cuoi (Thổ),cuoi1242,Cuoi,,,,,Austroasiatic,Vietic,3
756,Tai Khün,khun1259,Khün,kkh,Eurasia,19.6062,99.3363,Kra–Dai,Tai,3
763,Ngaanyatjarra,ngaa1240,Ngaanyatjarra,ntj,Australia,-25.7514,127.602,Pama–Nyungan,Wati,3
764,Wathawurrung,wath1238,Wathawurrung,wth,Australia,-37.68777565,144.1013148,Pama–Nyungan,Kulinic,3
769,Awa (New Guinea),awap1236,Awa (Papua New Guinea),awb,Papunesia,-6.65534,145.714,Trans–New Guinea,Kainantu–Goroka,3
774,Fore,fore1270,Fore,for,Papunesia,-6.64473,145.5065,Trans–New Guinea,Kainantu–Goroka,3
777,Inoke-Yate,inok1238,Inoke-Yate,ino,Papunesia,-6.32311,145.539,Trans–New Guinea,Kainantu–Goroka,3
785,Yaweyuha,yawe1241,Yaweyuha,yby,Papunesia,-6.1868,145.359,Trans–New Guinea,Kainantu–Goroka,3
787,Lakkia,lakk1238,Lakkia,lbc,Eurasia,24.1169,110.106,Kra–Dai,Lakkia,3
806,Macushi,macu1259,Macushi,mbc,South America,4.31861,-60.2209,Cariban,Venezuelan Carib,3
814,North Alaskan Inupiatun,nort2943,North Alaskan Inupiatun,esi,North America,69.582,-143.77,Eskimo–Aleut,Eskimo,3
815,Western Canadian Inuit,west2618,Western Canadian Inuktitut,ikt,North America,64.3486,-96.148,Eskimo–Aleut,Eskimo,3
846,Kalam,kala1397,Kalam,kmh,Papunesia,-5.25216,144.585,Trans–New Guinea,Madang,3
847,Emae,emae1237,Emae,mmw,Papunesia,-17.052,168.399,Austronesian,Malayo-Polynesian,3
854,Rapa,rapa1245,Mangaia-Old Rapa,ray,Papunesia,-27.6304,-144.338,Austronesian,Malayo-Polynesian,3
876,Kakabe,kaka1265,Kakabe,kke,Africa,10.5962,-11.4418,Mande,Western Mande,3
890,"Juǀʼhoan (South-Eastern Ju, Zhuǀ'hoan)",juho1239,South-Eastern Ju,ktz,Africa,-19.688,20.7673,Khoisan,Kxʼa,3
899,Old Tamil,oldt1248,Old Tamil,oty,Eurasia,11.0,78.0,Dravidian,Southern Dravidian,3
923,Atayal,atay1247,Atayal,tay,Papunesia,24.5209,121.388,Austronesian,Atayalic,3
930,Mandar,mand1442,Mandar,mdr,Papunesia,-3.34717,119.068,Austronesian,Malayo-Polynesian,3
947,Bintulu,bint1246,Bintulu,bny,Papunesia,3.867,113.634,Austronesian,Malayo-Polynesian,3
962,Kavalan,kava1241,Kavalan,ckv,Papunesia,24.6947,121.645,Austronesian,East Formosan,3
971,Kenyah,main1275,Usun Apau Kenyah,xkl,Papunesia,3.54443,114.039,Austronesian,Malayo-Polynesian,3
974,Binukid (Bukid),binu1244,Talaandig-Binukid,bkd,Papunesia,8.15933,124.892,Austronesian,Malayo-Polynesian,3
985,Dedua,dedu1240,Dedua,ded,Papunesia,-6.38206,147.627,Trans–New Guinea,Finisterre–Huon,3
1015,Lamboya,lamb1273,Lamboya,lmy,Papunesia,-9.70434,119.344,Austronesian,Malayo-Polynesian,3
1020,Seediq,taro1264,Seediq,trv,Papunesia,23.9032,121.358,Austronesian,Atayalic,3
1025,Lau (Malaita island),lauu1247,Lau,llu,Papunesia,-8.51018,160.872,Austronesian,Malayo-Polynesian,3
1046,Mum,mumm1238,Mum,kqa,Papunesia,-4.83462,145.059,Trans–New Guinea,Madang,3
1071,Mopan Maya,mopa1243,Mopán Maya,mop,North America,16.3533,-89.0673,Mayan,Yucatecan,3
1079,Kedang,keda1252,Kedang,ksx,Papunesia,-8.23039,123.77,Austronesian,Malayo-Polynesian,3
1082,Kelabit,kela1258,Kelabit,kzi,Papunesia,3.31783,115.428,Austronesian,Malayo-Polynesian,3
1084,Kwaio,kwai1243,Kwaio,kwd,Papunesia,-8.93744,160.965,Austronesian,Malayo-Polynesian,3
1087,Berawan,bera1264,Berawan,lod,,,,Austronesian,Malayo-Polynesian,3
1095,Komodo,komo1261,Komodo,kvh,Papunesia,-8.64518,119.477,Austronesian,Malayo-Polynesian,3
1096,Gurdjar (Kurtjar),ribg1235,Rib-Gurdjar,,,,,Pama–Nyungan,Paman,3
