ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,SubGroup,Words
160,Old East Slavic,oldr1238,Old Russian,orv,Eurasia,54.813,31.827,Indo-European,Slavic,124
185,Selkup,selk1253,Selkup,sel,Eurasia,59.9409,82.3004,Uralic,Samoyedic,123
247,Tundra Yukaghir,nort2745,Northern Yukaghir,ykg,Eurasia,70.498,157.853,Yukaghir,,120
375,Tagalog,taga1270,Tagalog,tgl,Papunesia,14.06,121.747,Austronesian,Malayo-Polynesian,120
395,Karelian,kare1335,Karelian,krl,Eurasia,65.1691,30.8655,Uralic,Finno-Ugric,119
237,Estonian,esto1258,Estonian,ekk,Eurasia,58.55,25.82,Uralic,Finno-Ugric,117
148,Tuvan,tuvi1240,Tuvinian,tyv,Eurasia,51.7,94.36667,Altaic,Turkic,116
272,Zulu,zulu1248,Zulu,zul,Africa,-28.9,30.2,Atlantic–Congo,Benue–Congo,116
861,Khamnigan Mongol,kham1281,Khamnigan Mongol,ykh,Eurasia,49.0,117.0,Altaic,Mongolic,113
536,Abaza,abaz1241,Abaza,abq,Eurasia,44.25,42.0,Northwest Caucasian,Abazgi,110
151,Evenki,even1260,Even,eve,Eurasia,70.6687,130.914,Altaic,Manchu-Tungusic,109
282,Adyghe,adyg1241,West Circassian,ady,Eurasia,44.0,39.33,Northwest Caucasian,Circassian,109
600,Veps,veps1250,Veps,vep,Eurasia,60.3353,34.7865,Uralic,Finno-Ugric,109
210,Irish Gaelic,iris1253,Irish,gle,Eurasia,53.2186,-7.61509,Indo-European,Celtic,108
129,Aghul,aghu1253,Aghul,agx,Eurasia,41.9242,47.5843,Northeast Caucasian,Lezgic,107
165,Tatar,tata1255,Tatar,tat,Eurasia,55.79592,49.11577,Altaic,Turkic,107
218,Moksha,moks1248,Moksha,mdf,Eurasia,54.1855,42.6728,Uralic,Finno-Permic,107
243,Ingush,ingu1240,Ingush,inh,Eurasia,43.11,45.03,Northeast Caucasian,Nakh,107
248,Buriat,buri1258,Buriat,bua,Eurasia,,,Altaic,Mongolic,107
323,Nganasan,ngan1291,Nganasan,nio,Eurasia,73.1354,86.2106,Uralic,Samoyedic,106
183,Chukchee,chuk1273,Chukchi,ckt,Eurasia,68.6436,170.045,Chukotko-Kamchatkan,Chukotkan,104
485,Malak-Malak,mull1237,Mullukmulluk,mpb,Australia,-13.427,130.664,Malak-Malak,,104
339,Koryak,kory1246,Koryak,kpy,Eurasia,63.8977,166.695,Chukotko-Kamchatkan,Chukotkan,103
495,Nivkh,gily1242,Amur Nivkh,niv,Eurasia,52.59,140.681,Nivkh,,103
194,Even,even1260,Even,eve,Eurasia,70.6687,130.914,Altaic,Manchu-Tungusic,102
246,Udihe,udih1248,Udihe,ude,Eurasia,46.63086,135.67762,Altaic,Manchu-Tungusic,102
312,Catalan,stan1289,Catalan,cat,Eurasia,41.453,1.569,Indo-European,Romance,102
393,Maori,maor1246,Maori,mri,Papunesia,-38.2881,176.541,Austronesian,Malayo-Polynesian,102
499,Yaqui (Hiaki),yaqu1251,Yaqui,yaq,North America,29.9446,-110.681,Uto-Aztecan,Cahitan,102
30,Tofa,kara1462,Taiga Sayan Turkic,kim,Eurasia,53.7145,98.3792,Altaic,Turkic,101
443,Kubachi,kuba1248,Kubachi,ugh,Eurasia,42.08504,47.601843,Northeast Caucasian,Dargin,101
140,Latvian,latv1249,Latvian,lav,Eurasia,56.826108,24.309118,Indo-European,Baltic,93
114,Old English,stan1293,English,eng,Eurasia,53.0,-1.0,Indo-European,Germanic,85
118,Macedonian,mace1250,Macedonian,mkd,Eurasia,41.5957,21.7932,Indo-European,Slavic,83
234,Slovak,slov1269,Slovak,slk,Eurasia,48.545705,18.78479,Indo-European,Slavic,82
204,Telugu,telu1262,Telugu,tel,Eurasia,16.4529,78.7024,Dravidian,South Dravidian,77
180,Ossetian,osse1243,Modern Ossetic,,Eurasia,42.98,44.61,Indo-European,Indo-Iranian,74
220,Romani,roma1329,Romani,rom,Eurasia,,,Indo-European,Indo-Iranian,73
817,Galician,gali1258,Galician,glg,Eurasia,42.2446,-7.5343,Indo-European,Romance,73
190,Slovenian,slov1268,Slovenian,slv,Eurasia,46.2543,14.7766,Indo-European,Slavic,72
155,Old Church Slavonic,chur1257,Church Slavic,chu,Eurasia,43.7171,22.8442,Indo-European,Slavic,69
208,Welsh,wels1247,Welsh,cym,Eurasia,52.0,-4.0,Indo-European,Celtic,69
290,Javanese,java1254,Javanese,jav,Papunesia,-7.001,109.287,Austronesian,Malayo-Polynesian,69
340,Chaha,seba1251,Sebat Bet Gurage,sgw,Africa,8.11879,37.9891,Afro-Asiatic,Ethiosemitic,65
629,Rutul,rutu1240,Rutul,rut,Eurasia,41.6187,47.3244,Northeast Caucasian,Lezgic,64
134,Udi,udii1243,Udi,udi,Eurasia,40.9,47.7236,Northeast Caucasian,Lezgic,61
236,Old Norse,oldn1244,Old Norse,non,Eurasia,63.42,10.38,Indo-European,Germanic,61
293,Classical Armenian,clas1249,Classical-Middle Armenian,xcl,Eurasia,38.592316,41.346422,Indo-European,Armenian,61
382,Soqotri,soqo1240,Soqotri,sqt,Africa,12.4892,53.9168,Afro-Asiatic,West Semitic,60
357,Modern Written Arabic,stan1318,Standard Arabic,arb,Eurasia,27.9625,43.8525,Afro-Asiatic,West Semitic,59
326,Balinese,bali1278,Balinese,ban,Papunesia,-8.35714,115.075,Austronesian,Malayo-Polynesian,57
78,Jarawara,jama1261,Madi,jaa,South America,-7.62223,-66.5662,Arawan,Madi,55
345,Albanian,alba1267,Albanian,sqi,Eurasia,,,Indo-European,Albanian,54
229,Old Irish,oldi1245,Early Irish,sga,Eurasia,53.0,-8.0,Indo-European,Celtic,53
494,Somali,soma1255,Somali,som,Africa,4.778704,45.152856,Afro-Asiatic,Cushitic,53
52,Kurux,kuru1301,Kurukh,kru,Eurasia,24.46442,86.46568,Dravidian,Northern Dravidian,50
420,Hindi,hind1269,Hindi,hin,Eurasia,25.0,77.0,Indo-European,Indo-Iranian,49
124,Chuvash,chuv1255,Chuvash,chv,Eurasia,55.48701,47.16298,Altaic,Turkic,48
258,Syriac,clas1252,Classical Syriac,syc,Eurasia,37.1129,42.1432,Afro-Asiatic,West Semitic,48
1532,Oriya,oriy1255,Odia,ory,Eurasia,21.0,85.0,Indo-European,Indo-Aryan,47
209,Breton,bret1244,Breton,bre,Eurasia,48.2452,-3.78934,Indo-European,Celtic,44
38,Georgian,nucl1302,Georgian,kat,Eurasia,41.850397,43.78613,Kartvelian,Karto-Zan,43
578,Hiligaynon,hili1240,Hiligaynon,hil,Papunesia,10.4018,122.974,Austronesian,Malayo-Polynesian,43
396,Livvi-Karelian,livv1243,Livvi,olo,Eurasia,61.6565,29.0726,Uralic,Finno-Ugric,42
583,Botlikh,botl1242,Botlikh,bph,Eurasia,42.665,46.22,Northeast Caucasian,Avar–Andic,42
112,Korean,kore1280,Korean,kor,Eurasia,37.54,126.98,Altaic,Koreanic,41
164,Avar,avar1256,Avar,ava,Eurasia,41.7047,46.558,Northeast Caucasian,Avar–Andic,41
51,Fula,fula1264,Fula,ful,Africa,,,Atlantic–Congo,Atlantic,40
1154,Cantonese Chinese,cant1236,Cantonese,,Eurasia,23.0118,113.2021,Sino-Tibetan,Sinitic,40
582,Modern Mon,monn1252,Mon,mnw,Eurasia,15.49394,98.122465,Austroasiatic,Monic,39
146,Hausa,haus1257,Hausa,hau,Africa,11.1513,8.7804,Afro-Asiatic,Chadic,38
559,Waray,wara1300,Waray (Philippines),war,Papunesia,11.4911,125.012,Austronesian,Malayo-Polynesian,37
168,Kyrghyz,kirg1245,Kirghiz,kir,Eurasia,42.0,74.0,Altaic,Turkic,36
226,Old French,oldf1239,Old French (842-ca. 1400),fro,Eurasia,48.8,1.11,Indo-European,Romance,36
348,Navajo,nava1243,Navajo,nav,North America,36.33,-109.38,Na-Dené,Athabaskan,36
308,Basque,basq1248,Basque,eus,Eurasia,43.2787,-1.31622,Basque,,35
544,Shan,shan1277,Shan,shn,Eurasia,21.5995,98.0342,Kra–Dai,Tai,35
125,Karakhanid Uighur,uigh1240,Uighur,uig,Eurasia,43.88,87.38,Altaic,Turkic,34
288,Hawaiian,hawa1245,Hawaiian,haw,Papunesia,19.6297,-155.43,Austronesian,Malayo-Polynesian,34
70,Itelmen,itel1242,West Itelmen,itl,Eurasia,56.046173,156.30704,Chukotko-Kamchatkan,Kamchatkan,33
143,Uzbek,uzbe1247,Uzbek,uzb,Eurasia,,,Altaic,Turkic,33
81,Kui (India),kuii1252,Kui (India),kxu,Eurasia,19.2043,83.5859,Dravidian,South-Central Dravidian,32
840,Luxembourgish,luxe1241,Moselle Franconian,ltz,Eurasia,49.6839,6.14931,Indo-European,Germanic,32
44,Medieval Latin,medi1250,Medieval Latin,,Eurasia,,,Indo-European,Italic,31
147,Old High German,stan1295,German,deu,Eurasia,48.649,12.4676,Indo-European,Germanic,31
202,Malayalam,mala1464,Malayalam,mal,Eurasia,9.59208,76.7651,Dravidian,Southern Dravidian,31
228,Gothic,goth1244,Gothic,got,Eurasia,46.9304,29.9786,Indo-European,Germanic,31
328,Brahui,brah1256,Brahui,brh,Eurasia,29.04,66.56,Dravidian,Northern Dravidian,31
113,Kurdish,kurd1259,Kurdish,kur,Eurasia,,,Indo-European,Indo-Iranian,30
133,Modern Hebrew,hebr1245,Modern Hebrew,heb,Eurasia,31.1056,35.0179,Afro-Asiatic,West Semitic,30
152,Kildin Saami,kild1236,Kildin Saami,sjd,Eurasia,68.2158,35.8348,Uralic,Sami,30
215,Yir Yoront,yiry1245,Yir-Yoront,yiy,Australia,-15.1117,141.767,Pama–Nyungan,Paman,29
249,Manchu,manc1252,Manchu,mnc,Eurasia,47.31225,126.55713,Altaic,Manchu-Tungusic,29
579,Ilocano,ilok1237,Iloko,ilo,Papunesia,15.9361,120.993,Austronesian,Malayo-Polynesian,29
128,Lak,lakk1252,Lak,lbe,Eurasia,42.1328,47.0809,Northeast Caucasian,Lak,28
131,Arabic,stan1318,Standard Arabic,arb,Eurasia,27.9625,43.8525,Afro-Asiatic,West Semitic,28
212,Kumyk,kumy1244,Kumyk,kum,Eurasia,43.0,47.0,Altaic,Turkic,28
365,Maranao,mara1404,Maranao,mrw,Papunesia,7.79414,124.175,Austronesian,Malayo-Polynesian,28
6,Middle English,midd1317,Middle English,enm,Eurasia,51.65,-1.11,Indo-European,Germanic,27
9,Lower Sorbian,lowe1385,Lower Sorbian,dsb,Eurasia,51.6621,13.9407,Indo-European,Slavic,27
223,Nanai,nana1257,Nanai,gld,Eurasia,48.43426,134.79726,Altaic,Manchu-Tungusic,27
231,Khakas,khak1248,Khakas,kjh,Eurasia,50.73933,107.16939,Altaic,Turkic,26
379,Jewish Aramaic,nort3242,Northwestern Jewish Neo-Aramaic,,,,,Afro-Asiatic,West Semitic,26
28,Nahuatl,azte1234,Aztec,,,,,Uto-Aztecan,Southern Uto-Aztecan,25
115,Turkmen,turk1304,Turkmen,tuk,Eurasia,37.08719,59.17574,Altaic,Turkic,25
186,Uighur,uigh1240,Uighur,uig,Eurasia,43.88,87.38,Altaic,Turkic,25
154,Bagvalal,bagv1239,Bagvalal,kva,Eurasia,42.3966,46.1041,Northeast Caucasian,Avar–Andic,24
156,Serbo-Croatian,sout1528,Serbian-Croatian-Bosnian,hbs,Eurasia,44.15,18.81,Indo-European,Slavic,24
162,Chamalal,cham1309,Chamalal,cji,Eurasia,42.5024,45.995,Northeast Caucasian,Avar–Andic,24
189,Tajiki,taji1245,Tajik,tgk,Eurasia,38.8213,68.5549,Indo-European,Indo-Iranian,24
572,Guarani,para1311,Paraguayan Guaraní,gug,South America,-25.60551,-57.08816,Tupian,Tupi–Guarani,24
108,Archi,arch1244,Archi,aqc,Eurasia,42.3239,46.8267,Northeast Caucasian,Lezgic,23
372,Malagasy,plat1254,Plateau Malagasy,plt,Africa,-19.5907,47.1211,Austronesian,Malayo-Polynesian,23
842,Bengali,beng1280,Bengali,ben,Eurasia,24.0,90.0,Indo-European,Indo-Iranian,23
87,Tahitian,tahi1242,Tahitian,tah,Papunesia,-17.6485,-149.45,Austronesian,Malayo-Polynesian,22
177,Pashto,pash1269,Pashto,,,,,Indo-European,Indo-Iranian,22
611,Otomi,otom1300,Otomi,,,,,Oto-Manguean,Oto-Pamean,22
863,Scottish Gaelic,scot1245,Scottish Gaelic,gla,Eurasia,56.7574,-5.24366,Indo-European,Celtic,22
1185,Assamese,assa1263,Assamese,asm,Eurasia,26.0876,91.2932,Indo-European,Indo-Iranian,22
1303,Doromu-Koki,doro1266,Doromu-Koki,kqc,Papunesia,-9.56687,147.986,Trans–New Guinea,Manubaran,22
172,Bezhta,bezh1248,Bezhta,kap,Eurasia,42.1206,46.0332,Northeast Caucasian,Tsezic,21
501,Wintu,nucl1651,Nuclear Wintu,wnw,North America,41.0,-122.5,Wintuan,Northern Wintuan,21
1438,Ojibwe,ojib1241,Ojibwa,,,,,Algic,Algonquian,21
62,Quechua,cusc1236,Cusco Quechua,quz,South America,-14.0853,-71.7663,Quechuan,Quechua II,20
317,Chechen,chec1245,Chechen,che,Eurasia,43.5,45.5,Northeast Caucasian,Nakh,20
624,Marathi,mara1378,Marathi,mar,Eurasia,17.9344,76.6665,Indo-European,Indo-Iranian,20
1067,New Latin,lati1261,Latin,lat,Eurasia,41.9026,12.4502,Indo-European,Italic,20
14,Batak Toba,bata1289,Batak Toba,bbc,Papunesia,2.35498,99.1761,Austronesian,Malayo-Polynesian,19
31,Abkhaz,abkh1244,Abkhaz,abk,Eurasia,43.056218,41.159115,Northwest Caucasian,Abazgi,19
145,Karata,kara1474,Karata-Tukita,kpt,Eurasia,42.6501,46.3151,Northeast Caucasian,Avar–Andic,19
182,Mansi,mans1269,Mansic,,,,,Uralic,Ugric,19
325,Oromo,nucl1701,Oromoid,,,,,Afro-Asiatic,Cushitic,19
343,Hup,hupd1244,Hup,jup,South America,0.58622,-69.8359,Naduhup,Hup,19
397,Tver Karelian,tver1240,Tver,,Eurasia,,,Uralic,Finno-Ugric,19
558,White Hmong (Hmong Daw),hmon1333,Hmong Daw,mww,Eurasia,21.5461,103.164,Hmong–Mien,Hmongic,19
693,Punjabi,panj1256,Eastern Panjabi,pan,Eurasia,30.0368,75.6702,Indo-European,Indo-Iranian,19
845,Cham,east2563,Eastern Cham,cjm,Eurasia,11.2853,108.49,Austronesian,Malayo-Polynesian,19
83,Tzotzil,tzot1259,Tzotzil,tzo,North America,16.6362,-92.7388,Mayan,Cholan–Tzeltalan,18
92,Faroese,faro1244,Faroese,fao,Eurasia,62.0732,-6.88497,Indo-European,Germanic,18
267,Avestan,aves1237,Avestan,ave,Eurasia,34.217,62.112,Indo-European,Indo-Iranian,18
287,Alabama,alab1237,Alabama,akz,North America,30.76738,-94.62848,Muskogean,Eastern Muskogean,18
314,Rapanui,rapa1244,Rapanui,rap,Papunesia,-27.113,-109.342,Austronesian,Malayo-Polynesian,18
337,Cebuano,cebu1242,Cebuano,ceb,Papunesia,8.38799,124.367,Austronesian,Malayo-Polynesian,18
835,Afrikaans,afri1274,Afrikaans,afr,Africa,-22.0,30.0,Indo-European,Germanic,18
80,Occitan,occi1239,Occitan,oci,Eurasia,44.1415,6.82979,Indo-European,Romance,17
235,Church Slavonic,chur1257,Church Slavic,chu,Eurasia,43.7171,22.8442,Indo-European,Slavic,17
253,Nogai,noga1249,Nogai,nog,Eurasia,44.89776,43.1656,Altaic,Turkic,17
605,Kaingang,kain1271,Kaingangic,,,,,Macro-Jê,Jê,17
1436,Nez Perce (Nimipuutímt),nezp1238,Nez Perce,nez,North America,46.3073,-116.408,Plateau Penutian,Sahaptian,17
43,Niuean,niue1239,Niuean,niu,Papunesia,-19.06,-169.86,Austronesian,Malayo-Polynesian,16
93,Cherokee,cher1273,Cherokee,chr,North America,35.4664,-83.163,Iroquoian,Southern Iroquoian,16
364,Upper Sorbian,uppe1395,Upper Sorbian,hsb,Eurasia,51.2403,14.4098,Indo-European,Slavic,16
700,Shipibo-Conibo,ship1253,Shipibo-Konibo-Kapanawa,,,,,Panoan,Mainline Panoan,16
747,Q'eqchi',kekc1242,Kekchí,kek,North America,15.3788,-89.2452,Mayan,Quichean–Mamean,16
1192,West Frisian,west2354,Western Frisian,fry,Eurasia,53.143,5.86091,Indo-European,Germanic,16
1231,Aromanian,arom1237,Aromanian,rup,Eurasia,40.616,21.2,Indo-European,Romance,16
1445,Mairasi,nucl1594,Mairasi,zrs,Papunesia,-3.4511,134.071,Mairasi,,16
187,Karachay-Balkar,kara1465,Karachay-Balkar,krc,Eurasia,43.565,42.2606,Altaic,Turkic,15
297,Ket,kett1243,Ket,ket,Eurasia,63.7551,87.5466,Yeniseian,Northern Yeniseian,15
529,Lakota,lako1247,Lakota,lkt,North America,46.3699,-103.95,Siouan,Western Siouan,15
622,Gurindji,guri1247,Gurindji,gue,Australia,-17.0329,130.379,Pama–Nyungan,Ngumpin–Yapa,15
896,Manda (of India),mand1413,Manda (India),mha,Eurasia,20.0962,83.6749,Dravidian,South-Central Dravidian,15
904,Pengo,peng1244,Pengo,peg,Eurasia,19.3435,83.6552,Dravidian,South-Central Dravidian,15
1320,Ngardi,ngar1288,Ngardi,rxd,Australia,-21.0231,129.0308,Pama–Nyungan,Ngumbin,15
67,Khinalug,khin1240,Khinalug,kjj,Eurasia,41.1801,48.0571,Northeast Caucasian,Khinalug,14
262,Shughni,shug1248,Shughni,sgh,Eurasia,37.5018,71.7925,Indo-European,Indo-Iranian,14
281,Takia,taki1248,Takia,tbc,Papunesia,-4.69057,145.975,Austronesian,Malayo-Polynesian,14
360,Yoruba,yoru1245,Yoruba,yor,Africa,7.15345,3.67225,Atlantic–Congo,Volta–Niger,14
805,Skolt Sami,skol1241,Skolt Saami,sms,Eurasia,68.8326,29.7204,Uralic,Sami,14
820,Crimean Tatar,crim1257,Crimean Tatar,crh,Eurasia,45.0,34.08,Altaic,Turkic,14
1340,Luiseño,luis1253,Luiseno-Juaneño,lui,North America,33.3184,-116.939,Uto-Aztecan,Northern Uto-Aztecan,14
127,Old Turkic,oldt1247,Old Turkish,otk,Eurasia,37.0,59.0,Altaic,Turkic,13
214,Dargwa (literary),darg1241,North-Central Dargwa,dar,Eurasia,42.4257,47.4388,Northeast Caucasian,Dargin,13
230,Hittite,hitt1242,Hittite,hit,Eurasia,40.0,35.0,Indo-European,Anatolian,13
411,Hopi,hopi1249,Hopi,hop,North America,35.7653,-110.535,Uto-Aztecan,Northern Uto-Aztecan,13
547,Yegha,kora1294,Korafe-Yegha,kpr,Papunesia,-9.07,149.267,Trans–New Guinea,Binanderean,13
694,Gawwada (Ale),gaww1239,Ale-Gawwada,gwd,Africa,5.37869,37.2737,Afro-Asiatic,Cushitic,13
897,Bosnian,bosn1245,Bosnian Standard,bos,Eurasia,43.859,17.046,Indo-European,Slavic,13
1156,Southern Min (Min Nan),minn1241,Min Nan Chinese,nan,Eurasia,24.5,118.17,Sino-Tibetan,Sinitic,13
41,Tolai (Kuanua),kuan1248,Kuanua,ksd,Papunesia,-4.30986,152.114,Austronesian,Malayo-Polynesian,12
366,Jewish Palestinian Aramaic,pale1261,Jewish Palestinian Aramaic,jpa,Eurasia,,,Afro-Asiatic,West Semitic,12
469,Telefol,tele1256,Telefol,tlf,Papunesia,-5.07444,141.731,Trans–New Guinea,Central & South New Guinea,12
603,Marquesan,nort2845,North Marquesan,mrq,Papunesia,-8.89412,-140.108,Austronesian,Malayo-Polynesian,12
617,Tongan,tong1325,Tonga (Tonga Islands),ton,Papunesia,-21.17,-175.25,Austronesian,Malayo-Polynesian,12
821,Southern Altai,sout2694,Southern Altai,alt,Eurasia,50.1347,86.8705,Altaic,Turkic,12
1147,Late Latin,late1252,Late Latin,,Eurasia,,,Indo-European,Italic,12
1201,Tlingit,,,,,,,Tlingit,tlin1245,12
35,Romansh,roma1326,Romansh,roh,Eurasia,46.5538,9.92812,Indo-European,Romance,11
37,Mehri,mehr1241,Mehri,gdq,Eurasia,16.793,52.473,Afro-Asiatic,West Semitic,11
59,Shor,shor1247,Mrassu Shor-Tutal,cjs,Eurasia,53.70953,87.84468,Altaic,Turkic,11
69,Sumerian,sume1241,Sumerian,sux,Eurasia,31.3,45.6667,Sumerian,,11
95,Egyptian,egyp1246,Egyptian (Ancient),egy,Africa,28.381735,30.834959,Afro-Asiatic,Egyptian,11
213,Khanty,khan1273,Kazym-Berezover-Suryskarer Khanty,kca,Eurasia,62.4308,66.1218,Uralic,Ugric,11
284,Brazilian Portuguese,braz1246,Brazilian Portuguese,,Eurasia,,,Indo-European,Romance,11
305,Ginukh,hinu1240,Hinuq,gin,Eurasia,42.4502,45.8064,Northeast Caucasian,Tsezic,11
350,Godoberi,ghod1238,Godoberi,gdo,Eurasia,42.7428,46.2252,Northeast Caucasian,Avar–Andic,11
352,Samoan,samo1305,Samoan,smo,Papunesia,-13.92,-171.83,Austronesian,Malayo-Polynesian,11
