ID	Type	Realization	Status	Direction	Source_Concept	Source_Concept_ID	Target_Concept	Target_Concept_ID	Source_Language	Target_Language	Source_Meaning	Target_Meaning	Source_Word	Target_Word
884	Polysemy	6	ACCEPTED	→	Mongolian (Khalkha)	Mongolian (Khalkha)	bitch	bitch, whore	gičiy	gičiy
885	Polysemy	7	NEW	→	Turkish	Turkish	female dog, bitch	whore	kancık	kancık
886	Polysemy	1	ACCEPTED	→	Mongolian (Khalkha)	Mongolian (Khalkha)	dim, opaque	stupid, ignorant person	büdeg	büdeg
887	Polysemy	—	Mongolian (Khalkha)	Mongolian (Khalkha)	dull, gloomy, murky	ignorance	bürheg	bürheg haranhuy
888	Polysemy	3	ACCEPTED	→	Japanese	Japanese	dark	ignorant	kurai (暗い)	kurai (暗い)
889	Polysemy	4	ACCEPTED	?	Komi	Komi	darkness	ignorance	пемыдлун	пемыдлун
890	Polysemy	5	ACCEPTED	?	Armenian	Armenian	dark	ignorant	xavar	xavar
891	Polysemy	6	ACCEPTED	—	Moksha	Moksha	dark	ignorant	шобда	шобда
892	Polysemy	7	ACCEPTED	?	Russian	Russian	dark	ignoramus, dipstick	temnyj	temnyj
893	Polysemy	8	ACCEPTED	?	Erzya	Erzya	dark	ignorant	чопода	чопода
894	Polysemy	9	ACCEPTED	?	Mandarin Chinese	Mandarin Chinese	dark, gloomy, dim	ignorant	àn	àn
895	Polysemy	10	ACCEPTED	?	Lezgian	Lezgian	dark	ignorant	mič’i	mič’i
896	Polysemy	11	ACCEPTED	→	Sanskrit	Sanskrit	covered with darkness	ignorant	tamobhūta	tamobhūta
897	Polysemy	12	ACCEPTED	→	Mandarin Chinese	Mandarin Chinese	black, dark	ignorant, stupid	hēi	hēi
898	Polysemy	13	ACCEPTED	→	Hungarian	Hungarian	dark (adj.)	ignorant	sötét	sötét
899	Polysemy	14	ACCEPTED	→	Azerbaijani	Azerbaijani	shadow, darkness	ignorance	zülmət	zülmət
900	Polysemy	15	NEW	→	Ingush	Ingush	darkness	ignorant	баьдел	баьдел
901	Derivation	—	Lithuanian	Lithuanian	rooster	cock (of a gun)	gaidy˜s	gaidùkas
902	Polysemy	2	ACCEPTED	→	Turkish	Turkish	rooster	cock (of a gun)	horoz	horoz
903	Polysemy	3	ACCEPTED	→	Modern Greek	Modern Greek	rooster	cock (of a gun)	πετεινός	πετεινός
904	Derivation	→	Russian	Russian	rooster	cock (of a gun)	кур (kur)	курок (kurok)
905	Polysemy	5	ACCEPTED	→	English	English	rooster	hammer of a firearm trigger mechanism	cock	cock
906	Polysemy	6	ACCEPTED	→	Hungarian	Hungarian	rooster	cock (of a gun)	kakas	kakas
907	Polysemy	7	ACCEPTED	→	German	German	rooster	cock (of a gun)	Hahn	Hahn
908	Polysemy	8	ACCEPTED	→	Modern Greek	Modern Greek	rooster	cock (of a gun)	κόκορας	κόκορας
909	Derivation	→	Czech	Czech	rooster	cock (of a gun)	kohout	kohoutek
910	Polysemy	10	ACCEPTED	→	Chuvash	Chuvash	rooster	cock (of a gun)	автан	автан
911	Polysemy	11	ACCEPTED	→	Romanian	Romanian	rooster	cock (of a gun)	cocoş	cocoş
912	Polysemy	12	ACCEPTED	→	Norwegian	Norwegian	rooster	cock (of a gun)	hane	hane
913	Polysemy	13	ACCEPTED	→	Danish	Danish	rooster	cock (of a gun)	hane	hane
914	Semantic evolution	14	ACCEPTED	→	Swedish	Swedish	rooster	cock (of a gun)	hane	hane
915	Polysemy	15	ACCEPTED	→	Icelandic	Icelandic	rooster	cock (of a gun)	hani	hani
916	Polysemy	16	NEW	—	Armenian	Armenian	rooster	cock (of a gun)	xoroz (խորոզ)	xoroz (խորոզ)
917	Derivation	→	Polish	Polish	(bookish) rooster	cock (of a gun)	kur	kurek
918	Polysemy	18	NEW	→	Dutch	Dutch	rooster	cock (of a gun)	haan	haan
919	Polysemy	19	NEW	→	Afrikaans	Afrikaans	rooster	cock (of a gun)	haan	haan
920	Polysemy	20	NEW	→	Macedonian	Macedonian	diminutive of петел 'rooster'	cock (of a gun)	петле	петле
921	Polysemy	21	NEW	→	Bulgarian	Bulgarian	diminutive of петел 'rooster'	cock (of a gun)	петле	петле
922	Polysemy	22	NEW	→	Serbian	Serbian	rooster	cock (of a gun)	ороз (oroz)	ороз (oroz)
923	Polysemy	23	NEW	→	Croatian	Croatian	rooster (reg.)	cock (of a gun)	oroz	oroz
924	Polysemy	1	ACCEPTED	—	Latin	Latin	to tie	to bind	obligo, -are	obligo, -are
925	Derivation	—	Hungarian	Hungarian	to tie	to bind	köt	kötelez
926	Polysemy	?	Russian	Russian	to tie, to bind	to be binding	vjazat&#39;	objazat&#39;
927	Polysemy	4	ACCEPTED	→	Gagauz	Gagauz	to tie (up)	to be bound	baalan-	baalan-
928	Polysemy	1	ACCEPTED	—	Serbo-Croatian	Serbo-Croatian	to catch up with, to overtake	to be enough	stizati	stizati
929	Polysemy	2	ACCEPTED	—	German	German	to reach, to attain; to extend	to be enough	reichen	reichen
930	Polysemy	3	ACCEPTED	—	Russian	Russian	to reach	to be enough	достать (dostat&#39;)	достать (dostat&#39;)
931	Derivation	—	Komi	Komi	to reach	to be enough	судзны	судзсьыны
932	Polysemy	5	ACCEPTED	—	Spanish	Spanish	to reach	to be enough	alcanzar	alcanzar
933	Polysemy	6	ACCEPTED	→	Norwegian	Norwegian	to reach	to be enough	rekke	rekke
934	Polysemy	7	ACCEPTED	→	Swedish	Swedish	to reach	to be enough	räcka	räcka
935	Polysemy	8	NEW	→	Khamnigan Mongol	Khamnigan Mongol	to reach	to suffice, be enough	küre-	küre-
936	Polysemy	9	NEW	→	Udihe	Udihe	to reach	to suffice, be enough	инâ-	инâ-
937	Polysemy	1	ACCEPTED	—	Farsi	Farsi	to hear, to listen	to feel, to smell	شنیدن šenidan	شنیدن šenidan
938	Polysemy	2	ACCEPTED	?	Moksha	Moksha	to hear	to feel	марямс	марямс
939	Polysemy	3	ACCEPTED	→	Spanish	Spanish	to feel	to hear, to perceive	sentir	sentir
940	Cognates	?	Russian	Old East Slavic	to feel	to hear	čuvstvovat&#39;	чоути
941	Polysemy	5	ACCEPTED	—	Italian	Italian	to feel	to hear	sentire	sentire
942	Polysemy	6	ACCEPTED	?	Udihe	Udihe	to feel	to hear	мэсэ-	мэсэ-
943	Polysemy	7	ACCEPTED	—	Kildin Saami	Kildin Saami	to hear	to feel	куллэ	куллэ
944	Polysemy	8	ACCEPTED	→	Araki	Araki	to hear	to feel	dogo	dogo
945	Polysemy	9	ACCEPTED	—	Catalan	Catalan	to hear	to feel	sentir	sentir
946	Polysemy	10	ACCEPTED	→	Mwotlap	Mwotlap	to hear	to feel	yon̄teg	yon̄teg
947	Polysemy	11	ACCEPTED	→	Bislama	Bislama	to hear	to feel	harem	harem
948	Polysemy	12	ACCEPTED	→	Ganggalida	Ganggalida	to hear / to listen	to feel	marrija	marrija
949	Polysemy	13	ACCEPTED	→	Kunwinjku	Kunwinjku	to hear / to listen	to feel	bekkan	bekkan
950	Polysemy	14	ACCEPTED	→	Bandjalangic	Bandjalangic	to hear / to listen	to feel	gannga-	gannga-
951	Polysemy	15	ACCEPTED	→	Warlpiri	Warlpiri	to hear / to listen	to feel (proprioceptively)	purda-nyanyi	purda-nyanyi
952	Polysemy	16	ACCEPTED	→	Pitjantjatjara	Pitjantjatjara	to hear / to listen	to feel a bodily sensation	kulini	kulini
953	Derivation	→	Yidiñ	Yidiñ	to hear / to listen	to feel	binanga-L	binangaaji-N
954	Polysemy	18	NEW	→	Turkish	Turkish	to feel	to hear / to listen	duy-	duy-
955	Internal cognates	—	Russian	Russian	to feel	to smell	чувствовать (čuvstvovat&#39;)	чуять (čujat&#39;)
956	Polysemy	2	ACCEPTED	→	French	French	to feel	to perceive smell	sentir	sentir
957	Cognates	—	Russian	Russian	to see	to know	videt&#39;	vedat&#39;
958	Cognates	—	Latin	Icelandic	to see	to know	video, -ere	vita
959	Derivation	→	Ancient Greek	Ancient Greek	to see, to look	to be informed	εἶδον (aor. 2, 1sg)	οἶδα (pf. 1sg)
960	Polysemy	4	ACCEPTED	→	Swahili	Swahili	to see, to notice	to know	ona	ona
961	Polysemy	5	ACCEPTED	→	Geez	Geez	observe, look at, contemplate	to know exactly, be certain, ascertain	ṭayyaḳa	ṭayyaḳa
962	Polysemy	6	ACCEPTED	→	Geez	Geez	to see	to know, to learn	rǝʔya	rǝʔya
963	Polysemy	7	ACCEPTED	→	Kaurna	Kaurna	to see/to look at	to know	nakkondi	nakkondi
964	Polysemy	8	ACCEPTED	—	Warlpiri	Warlpiri	to see, watch, look at	to determine, find out	nyangu	nyangu
965	Polysemy	9	NEW	→	Hungarian	Hungarian	to see/to look at	to know	lát	lát
966	Polysemy	10	NEW	→	Serbian	Serbian	to see/to look at	to know	видети (videti)	видети (videti)
967	Polysemy	1	ACCEPTED	—	Tibetan	Tibetan	thief, robber	enemy	rkun-po	rkun-po
968	Polysemy	1	ACCEPTED	—	French	French	kitten	aglet	chaton	chaton
969	Derivation	?	Armenian	Armenian	cat (female)	aglet	katu	katvik
970	Polysemy	3	ACCEPTED	?	German	German	kitten; pussy cat	aglet	Kätzchen	Kätzchen
971	Polysemy	4	ACCEPTED	—	Finnish	Finnish	cat (female)	aglet (willow)	kissa	kissa
972	Polysemy	1	ACCEPTED	—	Russian	Russian	wander, roam	to wander	бродить (brodit&#39;)	бродить (brodit&#39;)
973	Polysemy	1	ACCEPTED	—	Hungarian	Hungarian	light	world	világ	világ
974	Cognates	—	Romanian	Romanian	light	world, universe	lumină	lume
975	Polysemy	3	ACCEPTED	—	Russian	Russian	light	world	svet	svet
976	Polysemy	4	ACCEPTED	→	Tofa	Tofa	light (n.)	world	чырық	чырық
977	Derivation	—	Polish	Polish	light (n.)	world	światło	świat
978	Derivation	—	Czech	Czech	light (n.)	world	světlo	svět
979	Derivation	—	Macedonian	Macedonian	light (n.)	world	светло	свет
980	Derivation	—	Slovenian	Slovenian	light (n.)	world	svetlôba	svét
981	Polysemy	9	ACCEPTED	—	Old Slavonic	Old Slavonic	light (n.)	world	свѣтъ	свѣтъ
982	Derivation	—	Serbian	Serbian	light (n.)	world	светлост (svetlost)	свет (svet)
983	Derivation	—	Croatian	Croatian	light (n.)	world	svijetlo	svijet
984	Polysemy	1	ACCEPTED	?	German	German	direction (of rotation)	feeling, sense, inclination	Sinn	Sinn
985	Polysemy	2	ACCEPTED	—	French	French	side, direction	feeling; meaning, mind	sens	sens
986	Derivation	—	Latin	Latin	to be born	tribe, people	nascor, nasci	natio
987	Derivation	?	Russian	Russian	to be born	people	roždat&#39;sja	narod
988	Polysemy	3	ACCEPTED	—	Khmer	Khmer	birth	nation	cẹət	cẹət
989	Polysemy	4	ACCEPTED	—	Sanskrit	Sanskrit	procreation , propagation , birth	people , subjects (of a prince)	prajā	prajā
990	Derivation	?	Ancient Greek	Ancient Greek	to shine	to seem, to appear	φαίνω	φαίνομαι
991	Polysemy	2	ACCEPTED	?	German	German	to shine, to glisten	to seem	scheinen	scheinen
992	Polysemy	1	ACCEPTED	—	French	French	to test	to feel	éprouver	éprouver
993	Polysemy	2	ACCEPTED	—	Russian	Russian	to test	to feel	испытывать (ispytyvat&#39;)	испытывать (ispytyvat&#39;)
994	Polysemy	1	ACCEPTED	—	Swahili	Swahili	to be greasy	to be fat	ning&#39;anika	ning&#39;anika
995	Polysemy	2	ACCEPTED	?	Italian	Italian	fat	fat (person)	grasso	grasso
996	Polysemy	→	Ancient Greek	Ancient Greek	fat	fat	πῖαρ	πίων
997	Polysemy	4	ACCEPTED	?	Russian	Russian	fat, oily	fat	žirnyj	žirnyj
998	Derivation	?	Old East Slavic	Russian	fat	fat (person)	тоукъ	tučnyj
999	Polysemy	6	ACCEPTED	?	Kurdish	Kurdish	fat, oily	fat, tallowy	čärp	čärp
1000	Polysemy	7	ACCEPTED	→	Erzya	Erzya	fat	fat	куя	куя
1001	Polysemy	8	ACCEPTED	→	Tigrinya	Tigrinya	fat	fat	səbuḥ	səbuḥ
1002	Derivation	9	ACCEPTED	?	English	English	fat	fat (person)	fat	fat
1003	Polysemy	10	ACCEPTED	→	Ancient Greek	Ancient Greek	fat	plump, fat	λῐπᾰρός	λῐπᾰρός
1004	Polysemy	11	ACCEPTED	→	Ancient Greek	Ancient Greek	fat, oily	corpulent	πῑμελώδης	πῑμελώδης
1005	Polysemy	12	ACCEPTED	→	Yakut	Yakut	fat	corpulent, fat	эмис	эмис
1006	Polysemy	13	ACCEPTED	→	Norwegian	Norwegian	greasy	fat (adj.)(of a person)	fet	fet
1007	Polysemy	14	ACCEPTED	→	Danish	Danish	greasy	fat (adj.)(of a person)	fed	fed
1008	Polysemy	15	ACCEPTED	→	Swedish	Swedish	greasy	fat (adj.)(of a person)	fet	fet
1009	Polysemy	16	ACCEPTED	→	Icelandic	Icelandic	greasy	fat (adj.)(of a person)	feitur	feitur
1010	Polysemy	17	ACCEPTED	→	French	French	greasy	fat (adj.)(of a person)	gras	gras
1011	Polysemy	1	ACCEPTED	→	Udihe	Udihe	lean	lean (meat)	коŋокту	коŋокту
1012	Polysemy	2	ACCEPTED	→	Armenian	Armenian	lean	lean (meat)	nihar	nihar
1013	Polysemy	3	ACCEPTED	→	French	French	lean	lean (meat)	maigre	maigre
1014	Polysemy	4	ACCEPTED	→	German	German	lean, meagre	lean	mager	mager
1015	Polysemy	5	ACCEPTED	→	English	English	lean	lean (meat)	scraggy	scraggy
1016	Polysemy	6	ACCEPTED	→	Lithuanian	Lithuanian	lean	lean	líesas	líesas
1017	Polysemy	7	ACCEPTED	→	Norwegian	Norwegian	lean	fatless	mager	mager
1018	Polysemy	8	ACCEPTED	→	Danish	Danish	lean	fatless	mager	mager
1019	Polysemy	9	ACCEPTED	→	Swedish	Swedish	lean	fatless	mager	mager
1020	Polysemy	10	ACCEPTED	→	Icelandic	Icelandic	lean	fatless	magur	magur
1021	Polysemy	11	NEW	→	Chukchee	Chukchee	lean	lean (meat)	к&#39;упк&#39;ыльын	к&#39;упк&#39;ыльын
1022	Polysemy	12	NEW	→	Tofa	Tofa	lean	fatless (of meat)	арық	арық
1023	Polysemy	1	NEW	?	German	German	nail	nail	Nagel	Nagel
1024	Polysemy	2	NEW	?	English	English	nail	nail	nail	nail
1025	Polysemy	1	ACCEPTED	?	Tibetan	Tibetan	lean	stingy, mean	rke-ba	rke-ba
1026	Polysemy	?	Uighur	Kyrghyz	pelican	egret	қодан	қытан
1027	Cognates	?	Old Turkic	Tatar	pelican	egret	qordaj	қуртай
1028	Polysemy	1	NEW	?	Turkish	Turkish	ram, stud ram	man of courage, fine fellow	koç	koç
1029	Polysemy	1	ACCEPTED	—	French	French	servant, butler	knave, jack	valet	valet
1030	Polysemy	2	ACCEPTED	?	Mongolian (Khalkha)	Mongolian (Khalkha)	slave	knave, jack	bool	bool
1031	Polysemy	3	ACCEPTED	?	German	German	servant, labourer	knave, jack	Bube	Bube
1032	Polysemy	4	ACCEPTED	?	Yakut	Yakut	slave	knave, jack	қулут	қулут
1033	Polysemy	5	ACCEPTED	—	Tuvan	Tuvan	slave	knave, jack	қул	қул
1034	Polysemy	6	ACCEPTED	?	English	English	servant, butler	knave, jack	knave	knave
1035	Polysemy	7	NEW	→	Vietnamese	Vietnamese	servant, waiter	jack (playing card)	bồi	bồi
1036	Polysemy	1	NEW	?	Kyrghyz	Kyrghyz	ear	trigger (gun)	қулақ	қулақ
1037	Polysemy	2	NEW	→	Zulu	Zulu	ear (of an animal)	cock (of a gun)	i-dlebe	i-dlebe
1038	Cognates	→	Gagauz	Kyrghyz	beaver	otter	kunduz	қундуз
1039	Polysemy	2	ACCEPTED	←	Hindi	Hindi	beaver (Castor fiber)	otter (Lutra lutra)	ūd (ऊद)	ūd (ऊद)
1040	Polysemy	3	ACCEPTED	—	Old Irish	Old Irish	beaver (Castor fiber)	otter (Lutra lutra)	dobrán	dobrán
1041	Polysemy	4	ACCEPTED	—	Modern Written Arabic	Modern Written Arabic	beaver (Castor fiber)	otter (Lutra lutra)	كَلْب الماء kalb-u l-māʔ-i	كَلْب الماء kalb-u l-māʔ-i
1042	Polysemy	→	Modern Written Arabic	Modern Written Arabic	bride	doll	عروس ʕarus	عروسک ʕarusak
1043	Cognates	?	Komi	Udmurt	daugther in law	doll, puppet	монь	мунё
1044	Derivation	—	Farsi	Farsi	bride, a newly wed woman, daughter in law	doll, marionette	عروس ʕarus	عروسک ʕarusak
1045	Polysemy	4	NEW	—	Khmer	Khmer	bride	doll	koun krɑmum (កូនក្រមុំ)	koun krɑmum (កូនក្រមុំ)
1046	Polysemy	1	ACCEPTED	?	Latin	Latin	girl	doll, puppet	pupa	pupa
1047	Derivation	?	Mongolian (Khalkha)	Mongolian (Khalkha)	girl, maiden	doll, puppet	hüühen	hüüheldey
1048	Polysemy	3	ACCEPTED	—	Russian	Russian	little girl	doll	ляля	ляля
1049	Polysemy	1	ACCEPTED	→	Korean	Korean	unties, unfastens	pacifies, solves (a problem...)	phulta	phulta
1050	Polysemy	2	ACCEPTED	→	Vietnamese	Vietnamese	untie	explain, solve (a problem, puzzle)	giai	giai
1051	Polysemy	3	ACCEPTED	→	Kwamera	Kwamera	unroll, unwind	solve, explain	-oseri	-oseri
1052	Polysemy	4	ACCEPTED	→	Turkish	Turkish	untie, unravel, disentangle	solve (an equation), solve (a problem, cipher), decipher	çöz-	çöz-
1053	Polysemy	5	ACCEPTED	→	Hungarian	Hungarian	untie, unravel, undo	solve (figuratively), puzzle out	kibogoz	kibogoz
1054	Polysemy	6	ACCEPTED	?	Hausa	Hausa	unraveled, unwound (thread) from spool, unfolded (bundle of thread prepared for weaving)	explained, solved (problem)	warwarē	warwarē
1055	Polysemy	7	ACCEPTED	—	Icelandic	Icelandic	untie	to solve, to find a solution	leysa	leysa
1056	Polysemy	8	ACCEPTED	→	Classical Arabic	Classical Arabic	to untie	to solve (a problem, a riddle)	ḥalla	ḥalla
1057	Polysemy	9	ACCEPTED	→	Ancient Greek	Ancient Greek	untie	to solve (paradox)	λύω	λύω
1058	Polysemy	10	ACCEPTED	→	Latin	Latin	to untie	to solve	solvo, -ere	solvo, -ere
1059	Polysemy	11	ACCEPTED	→	Tigrinya	Tigrinya	to untie, undo	to translate, to decipher, solve (a riddle), to figure s.th. out, to resolve (a problem)	fätḥe	fätḥe
1060	Polysemy	12	ACCEPTED	→	Swahili	Swahili	undo a knot, untie	explain a difficulty	fundua	fundua
1061	Polysemy	13	ACCEPTED	→	Japanese	Japanese	untie	solve (a puzzle, equation, difficult question)	toku	toku
1062	Polysemy	14	ACCEPTED	→	Zulu	Zulu	rip up, rip open, undo a seam	explaiine a difficulty	qaqa	qaqa
1063	Polysemy	15	ACCEPTED	→	Norwegian	Norwegian	to untie, unbind	to solve (a problem)	løse	løse
1064	Polysemy	16	ACCEPTED	→	Swedish	Swedish	to untie, unbind	to solve (a problem)	lösa	lösa
1065	Polysemy	17	ACCEPTED	→	Danish	Danish	to untie, unbind	to solve (a problem)	løse	løse
1066	Polysemy	→	Oromo	Oromo	to loosen, untie	solution	hiika (verb)	hiika (noun)
1067	Derivation	→	Russian	Russian	bride	daughter in law	nevesta	nevestka
1068	Polysemy	2	ACCEPTED	—	Ancient Greek	Ancient Greek	bride	daughter in law (New Testament)	νυμφή	νυμφή
1069	Polysemy	3	ACCEPTED	?	Aghul	Aghul	bride	daughter in law	sus	sus
1070	Polysemy	4	ACCEPTED	—	Ancient Greek	Ancient Greek	bride	daughter in law	νυός	νυός
1071	Polysemy	5	ACCEPTED	—	Ancient Hebrew	Ancient Hebrew	bride	daughter-in-law	kallā	kallā
1072	Polysemy	6	ACCEPTED	→	Geez	Geez	bride	daughter-in-law	marʕāt	marʕāt
1073	Polysemy	7	ACCEPTED	—	Ancient Hebrew	Ancient Hebrew	bride	daughter-in-law	kallā	kallā
1074	Polysemy	8	NEW	→	Turkish	Turkish	bride	daughter-in-law	gelin	gelin
1075	Polysemy	9	NEW	—	Azerbaijani	Azerbaijani	bride	daughter-in-law	gəlin	gəlin
1076	Polysemy	10	NEW	—	Albanian	Albanian	bride	daughter-in-law	nuse	nuse
1077	Derivation	←	Chechen	Chechen	bride	daughter-in-law	нускал	нус
1078	Polysemy	12	NEW	—	Gothic	Gothic	bride	daughter-in-law	brūþs	brūþs
1079	Derivation	←	Hungarian	Hungarian	bride	daughter-in-law	menyasszony	meny
1080	Polysemy	14	NEW	—	Mandarin Chinese	Mandarin Chinese	(literary or dialectal) bride	(literary or Cantonese, Gan, Hakka, Min, Pinghua, Wu) daughter-in-law	xīnfù (新婦)	xīnfù (新婦)
1081	Polysemy	15	NEW	—	Udmurt	Udmurt	bride	daughter-in-law	кен	кен
1082	Polysemy	16	NEW	—	Gagauz	Gagauz	bride	daughter-in-law	gelin	gelin
1083	Semantic evolution	→	Latin	Spanish	to ask, inquire	to want	quaero, -ere	querer
1084	Cognates	?	Old Slavonic	Czech	to want	to ask, to solicit	жѧдати	žádat
1085	Polysemy	3	ACCEPTED	→	Udi	Udi	to want, to love	to ask (for smth)	čuresun	čuresun
1086	Polysemy	→	Turkish	Turkish	to want	to ask, inquire	iste-	iste=
1087	Polysemy	1	ACCEPTED	←	Akkadian	Akkadian	time	season, proper time	simanu	simanu
1088	Polysemy	2	ACCEPTED	?	Tibetan	Tibetan	period, time	occasion	skabs	skabs
1089	Polysemy	3	ACCEPTED	—	Ancient Greek	Ancient Greek	time (in general), high time	opportunity	καιρός	καιρός
1090	Polysemy	4	ACCEPTED	→	Japanese	Japanese	time, term, season	the right moment, occasion	jiki (時機)	jiki (時機)
1091	Polysemy	5	ACCEPTED	→	Amharic	Amharic	time, period	occasion, moment	gize	gize
1092	Polysemy	1	NEW	?	German	German	guilty	to owe	schuld	schuld
1093	Polysemy	2	NEW	?	Karaim	Karaim	debt	blame	борч	борч
1094	Polysemy	1	ACCEPTED	→	Amharic	Amharic	one who is dying, moribund, mortal	one who is crazy about something (with the preposition lä)	mʷač	mʷač
1095	Polysemy	2	ACCEPTED	→	Swahili	Swahili	to die	to desire (smth, smn)	fa	fa
1096	Polysemy	3	ACCEPTED	→	Russian	Russian	to die	to die	umirat&#39;	umirat&#39;
1097	Polysemy	4	ACCEPTED	→	English	English			die	die
1098	Polysemy	1	ACCEPTED	→	Russian	Russian	to fly away	to feel strong positive emotion; experiencing a state of drug euphoria; have an orgasm: enjoy, admire, to take pleasure	улетать (uletat&#39;)	улетать (uletat&#39;)
1099	Derivation	?	Russian	Russian	mouse	bat	myš&#39;	letučaja myš&#39;
1100	Derivation	?	English	English		bat	mouse	flitter-mouse
1101	Cognates	→	Ancient Hebrew	Akkadian	mouse	kind of bat	ʕakbār	arkabu, irkabu, argabu
1102	Derivation	→	French	French	mouse	bat	souris	chauve-souris
1103	Derivation	→	Karelian	Karelian	mouse	bat (Microchiroptera)	hīr	üölahhīr
1104	Derivation	→	Karelian	Karelian	mouse	bat (Microchiroptera)	hiiri	lendäjä hiiri
1105	Derivation	→	Tver Karelian	Tver Karelian	mouse	bat (Microchiroptera)	hiiri	lendäjä hiiri
1106	Motivation	→	Serbian	Serbian	mouse	bat	миш (miš)	слепи миш (slepi miš)
1107	Derivation	?	Russian	Russian	to say	rumours	molvit&#39;	molva
1108	Polysemy	2	ACCEPTED	?	English	English	to speak	rumour	talk	talk
1109	Derivation	1	ACCEPTED	—	German	German	sea (fem)	lake (masc)	See	See
1110	Cognates	2	ACCEPTED	?	Russian	Russian	sea	lake (dialect)	more	more
1111	Polysemy	3	ACCEPTED	—	Botlikh	Botlikh	sea	<lake>	регьа	регьа
1112	Derivation	→	Japanese	Japanese	sea	lake	umi	mizūmi
1113	Cognates	—	Saisiyat	Paiwan	sea	a deep pool; lake (Western Paiwan)	wasal	vatsalʸ
1114	Polysemy	1	ACCEPTED	→	Swahili	Swahili	heavy		zito	zito
1115	Polysemy	2	ACCEPTED	?	Turkish	Turkish	heavy	unpleasant	ağır	ağır
1116	Polysemy	3	ACCEPTED	—	Russian	Russian	heavy	bad	тяжелый (tjaželyj)	тяжелый (tjaželyj)
1117	Polysemy	4	NEW	→	Serbian	Serbian	heavy (of weight)	bad	тежак (težak)	тежак (težak)
1118	Polysemy	5	NEW	→	Croatian	Croatian	heavy (of weight)	bad, difficult to deal with (about a person)	težak	težak
1119	Polysemy	1	ACCEPTED	?	Russian	Russian	heavy	serious	tjaželyj	tjaželyj
1120	Polysemy	2	ACCEPTED	?	Latin	Latin	heavy	high degree	gravis	gravis
1121	Polysemy	3	ACCEPTED	→	Japanese	Japanese	heavy (of weight)	very	omoi	omoi
1122	Polysemy	4	ACCEPTED	→	Hungarian	Hungarian	heavy (of weight)	very	súlyos	súlyos
1123	Polysemy	5	NEW	→	Thai	Thai	heavy (of weight)	severely, very, extremely	ˈnàk	ˈnàk
1124	Semantic evolution	?	Russian	Ukrainian	guilty	guilty	vinovat	vynovat
1125	Polysemy	1	NEW	—	Russian	Russian	to seize, to grasp	to lack	хватать (hvatat&#39;)	хватать (hvatat&#39;)
1126	Polysemy	2	NEW	→	Veps	Veps	to grasp, seize	to suffice, be enough	fat́t́a	fat́t́a
1127	Derivation	→	Zulu	Zulu	count, calculate, take into account	cause to count, recount the details of one`s personal affairs	ɓala	ɓalisa
1128	Derivation	→	Hungarian	Hungarian	count, render/give an account of something	give an account of something, relate something	számol	beszámol
1129	Derivation	3	ACCEPTED	—	Modern Hebrew	Modern Hebrew	number, quantity	narrative	מִסְפֶָּר mispār	מִסְפֶָּר mispār
1130	Polysemy	4	ACCEPTED	—	Nahuatl	Nahuatl	count something	read something, recount, relate, or give account of something	pōhua	pōhua
1131	Borrowing	?	Latin	German	count	speech	ratio	Rede
1132	Polysemy	6	ACCEPTED	?	Portuguese	Portuguese	to reckon	to tell, to narrate	contar	contar
1133	Polysemy	—	Ancient Hebrew	Ancient Hebrew	to count out, count over again	to report, tell	סִפֵּר sippēr (pi&#39;el-stem)	סִפֵּר sippēr
1134	Derivation	?	German	German	to count	to tell, to narrate	zählen	erzählen
1135	Cognates	—	French	French	to count	to tell, to narrate	compter	raconter
1136	Polysemy	10	ACCEPTED	?	Old Uighur	Old Uighur	to count	to speak	са-	са-
1137	Cognates	—	Old Norse	Swedish	to speak	to count	telja	tälja
1138	Polysemy	12	ACCEPTED	—	Malayalam	Malayalam	count, number	esteem, relate	ennuka	ennuka
1139	Polysemy	13	SUSPENDED	—	Sumerian	Sumerian	calculate, count	tell, recite	šit, šid	šit, šid
1140	Polysemy	1	ACCEPTED	?	Russian	Russian	dry, not wet	dry speech	suhoj	suhoj
1141	Derivation	?	Tibetan	Tibetan	dry, withered	dry, boring speech	skam-po	skam-pshad
1142	Polysemy	3	ACCEPTED	?	Lezgian	Lezgian	dry	empty, useless, groundless	q’uru	q’uru
1143	Polysemy	4	ACCEPTED	→	French	French	dry	emotionless	sec	sec
1144	Polysemy	5	ACCEPTED	→	Norwegian	Norwegian	dry	emotionless	tørr	tørr
1145	Polysemy	6	ACCEPTED	→	Swedish	Swedish	dry	emotionless	torr	torr
1146	Polysemy	7	ACCEPTED	→	Icelandic	Icelandic	dry	emotionless	þurr	þurr
1147	Polysemy	8	ACCEPTED	→	Hungarian	Hungarian	dry	emotionless	száraz	száraz
1148	Polysemy	9	NEW	→	Serbian	Serbian	dry	emotionless	сув (suv)	сув (suv)
1149	Polysemy	10	NEW	→	Croatian	Croatian	dry	emotionless, restrained, cold	suh	suh
1150	Polysemy	1	ACCEPTED	?	Russian	Russian	funny	strange, surprising	smešnoj	smešnoj
1151	Polysemy	2	ACCEPTED	?	German	German			komisch	komisch
1152	Polysemy	3	ACCEPTED	?	English	English	funny	strange, suspicious	funny	funny
1153	Polysemy	4	ACCEPTED	—	French	French	funny	strange, queer, odd	drôle	drôle
