ID	Type	Realization	Status	Direction	Source_Concept	Source_Concept_ID	Target_Concept	Target_Concept_ID	Source_Language	Target_Language	Source_Meaning	Target_Meaning	Source_Word	Target_Word
27	Polysemy	2	ACCEPTED	—	Russian	Russian	trunk (tree)	barrel	ствол (stvol)	ствол (stvol)
28	Polysemy	3	ACCEPTED	—	Even	Even	trunk, stem	barrel of riffle	аг	аг
29	Polysemy	4	NEW	—	Selkup	Selkup	hollow stem	barrel (of a gun)	пуҗ	пуҗ
30	Derivation	?	Old Slavonic	Old East Slavic	to turn	neck	врьтѣти	воротъ
31	Polysemy	1	ACCEPTED	?	Gagauz	Gagauz	dark gray	rock pigeon	gүvercin	gүvercin
32	Derivation	?	Russian	Russian	blue	pigeon	goluboj	golub&#39;
33	Derivation	?	Osetin	Osetin	dark gray	wild pigeon	æxsɨn	æxsɨnæg
34	Derivation	—	Farsi	Farsi	light blue	pigeon	کبود kabud	کبوتر kabutar
35	Derivation	→	Iron Ossetian	Iron Ossetian	light	lung	рог	рæуæг
36	Derivation	→	Ket	Ket	light	lung	bejiŋ	beńśiŋ
37	Derivation	→	Breton	Breton	light	lung	skañv	skevent
38	Derivation	→	Welsh	Welsh	light	lungs	ysgafn	ysgyfaint
39	Derivation	—	English	English	light	lungs (of an animal)	light	lights
40	Derivation	—	Russian	Russian	light	lung	лёгкий (lёgkij)	лёгкое (lёgkoe)
41	Cognates	—	English	Russian	lung	light	lung	лёгкий
42	Polysemy	8	NEW	—	Malak-Malak	Malak-Malak	light	lungs	labarr	labarr
43	Derivation	→	Yir Yoront	Yir Yoront	light (of weight)	lung	lolt	ngerr-lolt
44	Derivation	—	Gamilaraay	Gamilaraay	light (of weight)	lung	gabanbaa	gaban
45	Derivation	→	Malak-Malak	Malak-Malak	light (of weight)	lung	labarr	labarra
46	Derivation	→	Kaingang	Kaingang	light (of weight)	lung	kãnhvy	fe kãnhvy
47	Derivation	→	Arabela	Arabela	light (of weight)	our lungs	namaca	pa namaca
48	Derivation	→	Alabama	Alabama	to be light, lightweight, agile (as a gymnast)	lungs	sokpa	iⁿsokpa
49	Derivation	→	Digor Ossetian	Digor Ossetian	light (of weight)	lung	рæу	рæуæг
50	Polysemy	16	NEW	→	Galician	Galician	light (of weight)	lung	livián	livián
51	Polysemy	17	NEW	→	Spanish	Spanish	light (of weight)	lung	liviano	liviano
52	Polysemy	1	ACCEPTED	?	Latin	Latin	skin	whore (male or female)	scortum	scortum
53	Polysemy	2	ACCEPTED	?	Russian	Russian	mat	whore (argot)	podstilka	podstilka
54	Polysemy	3	ACCEPTED	?	Russian	Russian	skin	whore	škura	škura
55	Cognates	?	Latin	Spanish	skin, leather	whore	pellis	pelleja
56	Derivation	?	Ancient Greek	Ancient Greek	horsecloth, saddle-cloth	whore	κασᾶς	κασαλβάς
57	Derivation	—	French	French	skin	whore (lit. Dog's skin)	peau	peau de chien
58	Polysemy	7	ACCEPTED	→	German	German	skin, leather (animal)	whore	Balg	Balg
59	Polysemy	1	ACCEPTED	→	Lak	Lak	head	leader, boss	bak&#39;	bak&#39;
60	Derivation	—	Nganasan	Nganasan	head	chief	ңойбуо	ңойбу
61	Polysemy	3	ACCEPTED	—	Swahili	Swahili	head	leader	kichwa	kichwa
62	Semantic evolution	4	ACCEPTED	→	Icelandic	Icelandic	head	chief	höfuð	höfuð
63	Polysemy	5	ACCEPTED	→	Komi	Komi	head	head, superior	юр	юр
64	Polysemy	6	ACCEPTED	—	Armenian	Armenian	head	leader, chief	glux (գլուխ)	glux (գլուխ)
65	Polysemy	7	ACCEPTED	—	Kildin Saami	Kildin Saami	head	chief, chairman	вуэййв	вуэййв
66	Polysemy	8	ACCEPTED	—	Buriat	Buriat	head	head, master, leader	толгой	толгой
67	Polysemy	9	ACCEPTED	?	Uzbek	Uzbek	head	head, boss	бош	бош
68	Polysemy	10	ACCEPTED	—	English	English	head	head, boss	head	head
69	Polysemy	—	Russian	Russian	head	chief	голова (golova)	golova
70	Derivation	12	ACCEPTED	—	Hungarian	Hungarian	head	chief	fej	fej
71	Semantic evolution	→	Latin	French	head	chief	caput	chef
72	Polysemy	14	ACCEPTED	—	Mandarin Chinese	Mandarin Chinese	head	head, leader, chief, originator	shǒu	shǒu
73	Polysemy	15	ACCEPTED	—	Farsi	Farsi	head	head, boss	سر sar	سر sar
74	Polysemy	16	ACCEPTED	→	Geez	Geez	head	chief (leader)	rəʔs	rəʔs
75	Polysemy	17	ACCEPTED	→	Khmer	Khmer	head	head, chief	kba:l	kba:l
76	Polysemy	18	ACCEPTED	—	Lezgian	Lezgian	head	head, leader	q’il	q’il
77	Polysemy	19	ACCEPTED	→	Sanskrit	Sanskrit	head	chief (applied to persons)	mūrdhán	mūrdhán
78	Derivation	→	Yaqui (Hiaki)	Yaqui (Hiaki)	head	governor, leader of a religious society	kova	kovanao
79	Polysemy	21	ACCEPTED	→	Udmurt	Udmurt	head	chief (n.)	йыр	йыр
80	Polysemy	22	NEW	→	Batsbi	Batsbi	head	head, chief, leader, director, instructor	kortô	kortô
81	Polysemy	23	NEW	→	Thai	Thai	head	boss	ˈhǔa	ˈhǔa
82	Polysemy	24	NEW	→	Serbian	Serbian	head	boss, leader	глава (glava)	глава (glava)
83	Polysemy	25	NEW	→	Croatian	Croatian	head	boss	glava	glava
84	Polysemy	26	NEW	→	Arosi	Arosi	head	chief, leader	bwau-	bwau-
85	Polysemy	1	ACCEPTED	?	Hungarian	Hungarian	crane	egret	gém	gém
86	Polysemy	1	ACCEPTED	→	Ancient Greek	Ancient Greek	sun	day - the sun's day journey	ἥλιος	ἥλιος
87	Polysemy	2	ACCEPTED	→	Sanskrit	Sanskrit	sun	day	aruṣá	aruṣá
88	Polysemy	3	ACCEPTED	—	Tagalog	Tagalog	sun	day	araw	araw
89	Polysemy	4	ACCEPTED	—	Turkish	Turkish	sun	day	gün	gün
90	Polysemy	5	ACCEPTED	—	Hungarian	Hungarian	sun	day	nap	nap
91	Polysemy	6	ACCEPTED	—	Moksha	Moksha	sun	day	ши	ши
92	Polysemy	7	ACCEPTED	—	Chirag Dargwa	Chirag Dargwa	sun	day	bare	bare
93	Polysemy	8	ACCEPTED	—	Kuria	Kuria	sun	day	omobaso	omobaso
94	Polysemy	9	ACCEPTED	—	Geez	Geez	sun	day	ʔamir	ʔamir
95	Polysemy	10	ACCEPTED	→	Soqotri	Soqotri	sun	day	šam	šam
96	Polysemy	11	ACCEPTED	—	Tibetan	Tibetan	sun	day	nyi-ma	nyi-ma
97	Polysemy	12	ACCEPTED	←	Jibbali	Jibbali	sun; light, sunlight	day	yum	yum
98	Polysemy	13	ACCEPTED	—	Maori	Maori	sun	day	rā	rā
99	Polysemy	14	ACCEPTED	→	Russian–Chinese Pidgin	Russian–Chinese Pidgin	sun	day	сонца	сонца
100	Polysemy	15	ACCEPTED	→	Tocharian A	Tocharian A	sun	day	koṃ	koṃ
101	Polysemy	16	ACCEPTED	—	Seri	Seri	sun	day	zaah	zaah
102	Polysemy	17	ACCEPTED	→	Mandarin Chinese	Mandarin Chinese	sun, sunlight	day (vs. night), daytime; day (twenty-four-hour period), date	日 (rì)	日 (rì)
103	Polysemy	18	ACCEPTED	—	Warlpiri	Warlpiri	sun	day	nguljurrpa	nguljurrpa
104	Polysemy	19	ACCEPTED	—	Warlpiri	Warlpiri	sun, sunlight	day, daylight	parra	parra
105	Polysemy	20	ACCEPTED	—	Shan	Shan	sun	day	wan4	wan4
106	Polysemy	21	ACCEPTED	—	Turkmen	Turkmen	sun	day	gün	gün
107	Polysemy	22	ACCEPTED	—	Northern Sotho	Northern Sotho	sun	day	letšatši	letšatši
108	Polysemy	23	ACCEPTED	—	Fijian	Fijian	sun	day	siga	siga
109	Polysemy	24	ACCEPTED	—	Orokaiva	Orokaiva	sun	day	iji	iji
110	Polysemy	25	ACCEPTED	—	Yegha	Yegha	sun	day	&#39;iji	&#39;iji
111	Polysemy	26	ACCEPTED	—	Gaina	Gaina	sun	day	&#39;iji	&#39;iji
112	Polysemy	27	ACCEPTED	—	Barai	Barai	sun	day	maza|n-e	maza|n-e
113	Polysemy	28	ACCEPTED	—	Mountain Koiarj	Mountain Koiarj	sun	day	vani	vani
114	Polysemy	29	ACCEPTED	—	Grass Koiarj	Grass Koiarj	sun	day	vani	vani
115	Polysemy	30	ACCEPTED	—	Suena	Suena	sun	day	waiko	waiko
116	Polysemy	31	ACCEPTED	—	Bashkir	Bashkir	sun	day	көн	көн
117	Polysemy	32	ACCEPTED	—	Hausa	Hausa	sun	day	rana	rana
118	Derivation	—	Burmese	Burmese	sun	day	ne (နေ)	ne. (နေ့)
119	Polysemy	34	ACCEPTED	—	Hawaiian	Hawaiian	sun	day	lā	lā
120	Polysemy	35	ACCEPTED	—	Yakut	Yakut	sun	day	күн	күн
121	Polysemy	36	ACCEPTED	—	Kazakh	Kazakh	sun	day	күн	күн
122	Polysemy	37	ACCEPTED	—	Kyrghyz	Kyrghyz	sun	day	күн	күн
123	Polysemy	38	ACCEPTED	—	Kurdish	Kurdish	sun	day	rōž, rō	rōž, rō
124	Polysemy	39	ACCEPTED	—	Balochi	Balochi	sun	day	rōč	rōč
125	Polysemy	40	ACCEPTED	—	Luri	Luri	sun	day	rūz	rūz
126	Polysemy	41	ACCEPTED	—	Kaqchikel	Kaqchikel	sun	day	q&#39;ij	q&#39;ij
127	Polysemy	42	ACCEPTED	—	Zulu	Zulu	sun	day	ilanga	ilanga
128	Polysemy	43	ACCEPTED	—	White Hmong (Hmong Daw)	White Hmong (Hmong Daw)	sun	day	hnub	hnub
129	Polysemy	44	ACCEPTED	—	Waray	Waray	sun	day	ádlaw	ádlaw
130	Polysemy	45	ACCEPTED	—	Tamil	Tamil	sun, sunshine, light	day, daytime, day of 24 hours	el	el
131	Polysemy	46	ACCEPTED	—	Telugu	Telugu	sun	day	poddu	poddu
132	Derivation	←	Telugu	Telugu	sun	day	dinakaruḍu	dinamu
133	Polysemy	48	ACCEPTED	—	Hill Mari	Hill Mari	sun	day	кечӹ	кечӹ
134	Polysemy	49	ACCEPTED	—	Mansi	Mansi	sun	day	хо̄тал	хо̄тал
135	Polysemy	50	ACCEPTED	—	Meadow Mari	Meadow Mari	sun	day (from subrise to sunset); day (24 hours), date	кече	кече
136	Polysemy	51	ACCEPTED	—	Simeulue (Simalur)	Simeulue (Simalur)	sun	day	balal, falal	balal, falal
137	Cognates	—	Atayal	Siraya	sun	day	wagi	wagi
138	Polysemy	53	ACCEPTED	→	Motu	Motu	sun	day	dina	dina
139	Polysemy	54	ACCEPTED	→	Selkup	Selkup	sun	day	чел ~ челд ~ че́лдэ	чел ~ челд ~ че́лдэ
140	Polysemy	55	ACCEPTED	—	Afar	Afar	sun	day	ayró	ayró
141	Polysemy	56	ACCEPTED	—	Finnish	Finnish	(poetic, archaic) sun	day	päivä	päivä
142	Polysemy	57	ACCEPTED	→	Lacandon	Lacandon	sun	day	k’iin	k’iin
143	Polysemy	58	ACCEPTED	→	Itza	Itza	sun	day	k’in	k’in
144	Derivation	→	Mopan Maya	Mopan Maya	sun	day	k’in	k’inil
145	Semantic evolution	60	ACCEPTED	←	Anatolian Arabic	Anatolian Arabic	sun	day	nahār	nahār
146	Polysemy	61	ACCEPTED	←	Hindi	Hindi	sun	day	dina (दिन)	dina (दिन)
147	Polysemy	62	ACCEPTED	←	Marathi	Marathi	sun	day	divas (दिवस)	divas (दिवस)
148	Polysemy	63	ACCEPTED	←	Punjabi	Punjabi	sun	day	deṇh	deṇh
149	Derivation	←	Sinhalese	Sinhalese	sun	day	davasmæṇa (දවස්·මැණ), davasmiṇa (දවස්මිණ)	davas
150	Polysemy	65	ACCEPTED	←	Lahnda (Western Punjabi)	Lahnda (Western Punjabi)	sun	day	ḍ̠ī˜h, ḍ̠ẽh	ḍ̠ī˜h, ḍ̠ẽh
151	Polysemy	66	ACCEPTED	←	Western Pahari	Western Pahari	sun	day	dīh	dīh
152	Polysemy	67	ACCEPTED	—	Tocharian B	Tocharian B	sun	day	kauṃ	kauṃ
153	Polysemy	68	ACCEPTED	→	Erzya	Erzya	sun	day	чи	чи
154	Polysemy	69	ACCEPTED	—	Karelian	Karelian	sun	day	päivä	päivä
155	Derivation	←	Veps	Veps	sun	day	päiväine	päiv
156	Polysemy	71	ACCEPTED	—	Kildin Saami	Kildin Saami	sun	day	пēйв	пēйв
157	Polysemy	72	ACCEPTED	—	Khanty	Khanty	sun	day	xatl	xatl
158	Polysemy	73	ACCEPTED	→	Northern Sami	Northern Sami	sun	day	beɑivi	beɑivi
159	Polysemy	74	ACCEPTED	—	Southern Sami	Southern Sami	sun	day	piɛjːiɛ	piɛjːiɛ
160	Polysemy	75	ACCEPTED	—	Skolt Sami	Skolt Sami	sun	day	pɛivːʲɘ	pɛivːʲɘ
161	Polysemy	76	ACCEPTED	—	Inari Sami	Inari Sami	sun	day	peivi	peivi
162	Polysemy	77	ACCEPTED	—	Forest Nenets	Forest Nenets	sun	day	дяля	дяля
163	Polysemy	78	ACCEPTED	→	Tundra Nenets	Tundra Nenets	sun	day	яля	яля
164	Polysemy	79	ACCEPTED	→	Mator	Mator	sun	day	chaja	chaja
165	Polysemy	80	ACCEPTED	—	Taigi	Taigi	sun	day	хая	хая
166	Polysemy	81	ACCEPTED	←	Tver Karelian	Tver Karelian	sun	day	päivän&#39;e	päivän&#39;e
167	Polysemy	82	ACCEPTED	—	Livvi-Karelian	Livvi-Karelian	sun	day	päivü, päiväine, päivöis	päivü, päiväine, päivöis
168	Internal cognates	←	Kubachi	Kubachi	sun	day	бегвала	бе
169	Polysemy	84	ACCEPTED	—	Dargwa (literary)	Dargwa (literary)	sun	day	бархІи	бархІи
170	Polysemy	85	ACCEPTED	—	Chamalal	Chamalal	sun	day	милъ	милъ
171	Polysemy	86	ACCEPTED	—	Korean	Korean	sun	day	hae (해)	hae (해)
172	Polysemy	87	ACCEPTED	—	Manchu	Manchu	sun	day	šun	šun
173	Polysemy	88	ACCEPTED	—	Japanese	Japanese	sun	day	hi (日)	hi (日)
174	Polysemy	89	ACCEPTED	—	Azerbaijani	Azerbaijani	sun	day	gün	gün
175	Polysemy	90	ACCEPTED	—	Tatar	Tatar	sun	day	көн	көн
176	Polysemy	91	ACCEPTED	—	Uzbek	Uzbek	sun	day	kun	kun
177	Derivation	←	Crimean Tatar	Crimean Tatar	sun	day	кунеш	кунь
178	Polysemy	93	ACCEPTED	—	Tuvan	Tuvan	sun	day	хүн	хүн
179	Polysemy	94	ACCEPTED	—	Karachay-Balkar	Karachay-Balkar	sun	day	кюн	кюн
180	Polysemy	95	ACCEPTED	—	Khakas	Khakas	sun	day	кӱн	кӱн
181	Polysemy	96	ACCEPTED	—	Uighur	Uighur	sun	day	kün	kün
182	Polysemy	97	ACCEPTED	—	Old Turkic	Old Turkic	sun	day	kün	kün
183	Polysemy	98	ACCEPTED	—	Old Uighur	Old Uighur	sun	day	kün	kün
184	Polysemy	99	ACCEPTED	—	Karakhanid Uighur	Karakhanid Uighur	sun	day	kün	kün
185	Polysemy	100	ACCEPTED	—	Western Yugur	Western Yugur	sun	day	kun	kun
186	Polysemy	101	ACCEPTED	—	Shor	Shor	sun	day	кӱн	кӱн
187	Polysemy	102	ACCEPTED	—	Southern Altai	Southern Altai	sun	day	кӱн	кӱн
188	Polysemy	103	ACCEPTED	—	Khalaj	Khalaj	sun	day	kin, kün	kin, kün
189	Polysemy	104	ACCEPTED	—	Tofa	Tofa	sun	day	хүн	хүн
190	Polysemy	105	ACCEPTED	—	Gagauz	Gagauz	sun	day	gün	gün
191	Polysemy	106	ACCEPTED	—	Karaim	Karaim	sun	day	кӱн	кӱн
192	Polysemy	107	ACCEPTED	—	Karakalpak	Karakalpak	sun	day	kún	kún
193	Polysemy	108	ACCEPTED	—	Salar	Salar	sun	day	gǖn	gǖn
194	Polysemy	109	ACCEPTED	—	Kumyk	Kumyk	sun	day	гюн	гюн
195	Polysemy	110	ACCEPTED	—	Nogai	Nogai	sun	day	куьн	куьн
196	Polysemy	111	ACCEPTED	—	Brahui	Brahui	sun	day	dē	dē
197	Derivation	←	Kannada	Kannada	sun	day	dina-maṇi	dina
198	Polysemy	113	ACCEPTED	—	Malayalam	Malayalam	sun	day light	nēram	nēram
199	Polysemy	114	ACCEPTED	—	Naiki (Southeastern Kolami)	Naiki (Southeastern Kolami)	sun	day	pod	pod
200	Polysemy	115	ACCEPTED	—	Burushaski	Burushaski	sun	day	sa	sa
201	Internal cognates	—	Basque	Basque	sun	day	eguzki	egun
202	Internal cognates	—	Ket	Ket	sun	day	и	и&#39;
203	Polysemy	118	ACCEPTED	→	Akkadian	Akkadian	sun	day	šamšu	šamšu
204	Polysemy	119	ACCEPTED	—	Uldeme (Ouldémé, Wuzlam)	Uldeme (Ouldémé, Wuzlam)	sun	day time	fat	fat
205	Polysemy	120	ACCEPTED	—	Sura (Mwaghavul)	Sura (Mwaghavul)	sun	day	puus	puus
206	Polysemy	121	ACCEPTED	—	Yedina (Buduma)	Yedina (Buduma)	rising sun	day	aji	aji
207	Polysemy	122	ACCEPTED	—	Yedina (Buduma)	Yedina (Buduma)	sun	day	yəraw	yəraw
208	Polysemy	123	ACCEPTED	—	Manipuri (Meitei)	Manipuri (Meitei)	sun	day	numit	numit
209	Derivation	←	Manipuri (Meitei)	Manipuri (Meitei)	the sun, generally used in a verse or poem	day	korouhanba	korou
210	Polysemy	125	ACCEPTED	—	Lushei (Mizo)	Lushei (Mizo)	sun	day	ni	ni
211	Polysemy	126	ACCEPTED	—	Takpa (Tawang Monpa)	Takpa (Tawang Monpa)	sun	day	plaŋ	plaŋ
212	Polysemy	127	ACCEPTED	—	Tshangla (Monpa Dirang)	Tshangla (Monpa Dirang)	sun	day	ŋam	ŋam
213	Polysemy	128	ACCEPTED	—	Sherdukpen	Sherdukpen	sun	day	nini	nini
214	Polysemy	129	ACCEPTED	—	Khumi	Khumi	sun	day	kani	kani
215	Polysemy	130	ACCEPTED	—	Mikir	Mikir	sun	day	arni	arni
216	Polysemy	131	ACCEPTED	—	Sartang	Sartang	sun	day	nimi	nimi
217	Polysemy	132	ACCEPTED	—	Lao	Lao	sun	day	wán	wán
218	Derivation	←	Thai	Thai	(elegant) the sun	day	taˈwan	wan
219	Polysemy	134	ACCEPTED	—	Tai Lue	Tai Lue	sun	day	wan2	wan2
220	Derivation	←	Zhuang-Longzhou (Central Tai)	Zhuang-Longzhou (Central Tai)	sun	day	daengngoenz	ngoenz
221	Polysemy	136	ACCEPTED	—	Southern Thai	Southern Thai	sun	day	wan.3	wan.3
222	Derivation	—	Yao (Iu Mien)	Yao (Iu Mien)	sun	day	ba&#39;g nxi	nxi
223	Polysemy	138	ACCEPTED	—	Khmer	Khmer	sun	day	tŋay	tŋay
224	Polysemy	139	ACCEPTED	→	Khmer	Khmer	(poetic) sun	(poetic) day, daylight	neaʔpʰeaʔkaet	neaʔpʰeaʔkaet
225	Polysemy	140	ACCEPTED	—	Modern Mon	Modern Mon	sun	day	ŋoa	ŋoa
226	Polysemy	141	ACCEPTED	—	Nancowry	Nancowry	sun	day	heng	heng
227	Polysemy	142	ACCEPTED	—	Prai (Phai)	Prai (Phai)	sun	day	ŋiʔ	ŋiʔ
228	Polysemy	143	ACCEPTED	—	Surin Khmer (Northern Khmer)	Surin Khmer (Northern Khmer)	sun	day	thŋâj	thŋâj
229	Polysemy	144	ACCEPTED	—	Khasi	Khasi	sun	day	sngi	sngi
230	Derivation	←	Balinese	Balinese	(low register) sun	day	matanhahi	hahi
231	Derivation	←	Indonesian	Indonesian	sun	day	matahari	hari
232	Derivation	←	Malay	Malay	sun	day	matahari	hari
233	Derivation	←	Buginese	Buginese	sun	day	mata esso, matana esso	esso
234	Polysemy	149	ACCEPTED	—	Hiligaynon	Hiligaynon	sun	day	ádlaw	ádlaw
235	Polysemy	150	ACCEPTED	←	Javanese	Javanese	sun	day	ari	ari
236	Polysemy	151	ACCEPTED	—	Maranao	Maranao	sun	day	alongan	alongan
237	Polysemy	152	ACCEPTED	—	Tahitian	Tahitian	sun	day	rā	rā
238	Derivation	←	Tolai (Kuanua)	Tolai (Kuanua)	sun	daylight	mata na keake	keake
239	Polysemy	154	ACCEPTED	—	Gedaged	Gedaged	sun	day	ad	ad
240	Polysemy	155	ACCEPTED	—	Sursurunga	Sursurunga	sun	day	nas	nas
241	Polysemy	156	ACCEPTED	—	Mbaenggu (Baeggu)	Mbaenggu (Baeggu)	sun	day	satɔ	satɔ
242	Polysemy	157	ACCEPTED	—	Motu	Motu	sun	day	dina	dina
243	Derivation	←	Malagasy	Malagasy	sun	day	masoandro	andro
244	Derivation	←	Madurese	Madurese	sun	day	mata ari	ari
245	Polysemy	160	ACCEPTED	—	Rapanui	Rapanui	sun	day	raʔā	raʔā
246	Polysemy	161	ACCEPTED	—	Rakahanga-Manihiki	Rakahanga-Manihiki	sun	day	raa	raa
247	Polysemy	162	ACCEPTED	—	Tuamotu	Tuamotu	sun	day	rā	rā
248	Polysemy	163	ACCEPTED	—	Marquesan	Marquesan	sun	day	ʔa, ʔaa	ʔa, ʔaa
249	Polysemy	164	ACCEPTED	—	Nuguria	Nuguria	sun	day	raa, laa	raa, laa
250	Polysemy	165	ACCEPTED	—	Kusaal (Kusasi)	Kusaal (Kusasi)	sunlight, daylight, sunshine, noon	during the day	nintãŋ, nintɛɛŋ	nintãŋ, nintɛɛŋ
251	Polysemy	166	ACCEPTED	—	Doyayo	Doyayo	sun	day	ᶗt31	ᶗt31
252	Derivation	—	Tem (Kotokoli)	Tem (Kotokoli)	sun	day	wɩ́sɩ	wɩ́rɛ
253	Polysemy	168	ACCEPTED	—	Gbaya	Gbaya	sun	day	swe	swe
254	Polysemy	169	ACCEPTED	—	Tommo So	Tommo So	sun	day	nǎm	nǎm
255	Polysemy	170	ACCEPTED	—	Koromfe	Koromfe	sun	day	fɪrɛ	fɪrɛ
256	Polysemy	171	ACCEPTED	—	Lega	Lega	sun	day	sɩ́	sɩ́
257	Polysemy	172	ACCEPTED	—	Tswana	Tswana	sun	day	tsàtsí	tsàtsí
258	Polysemy	173	ACCEPTED	—	Kanuri	Kanuri	heat of the sun	daytime	kausu	kausu
259	Polysemy	174	ACCEPTED	—	So (Uganda)	So (Uganda)	sun	day	gi	gi
260	Polysemy	175	ACCEPTED	—	Bagirmi	Bagirmi	sun	day	kàjà	kàjà
261	Polysemy	176	ACCEPTED	—	Masai	Masai	sun	daylight, day	ɛnk-ɔlɔ́ŋ	ɛnk-ɔlɔ́ŋ
262	Polysemy	177	ACCEPTED	—	Masai	Masai	(North) sun	daylight, day, afternoon, from noon on	ɛn-dámà	ɛn-dámà
263	Polysemy	178	ACCEPTED	—	Dinka	Dinka	sun	day	akɔ̈l	akɔ̈l
264	Derivation	→	Tennet	Tennet	sun	day	íː	í-tten
265	Derivation	—	Murle	Murle	sun	day	íː	í-tten
266	Polysemy	181	ACCEPTED	—	Kwegu	Kwegu	sun	day	šuːš	šuːš
267	Polysemy	182	ACCEPTED	—	ǃKhong (ǃXóõ, Taa )	ǃKhong (ǃXóõ, Taa )	sun	day	||&#39;ân	||&#39;ân
268	Polysemy	183	ACCEPTED	—	Doromu-Koki	Doromu-Koki	sun	day	meda	meda
269	Polysemy	184	ACCEPTED	—	Abui	Abui	sun	day	war	war
270	Derivation	—	Fataluku	Fataluku	sun	day	vacu	vaci
271	Polysemy	186	ACCEPTED	—	Bamu	Bamu	sun	day	saiki	saiki
272	Polysemy	187	ACCEPTED	—	Wantoat	Wantoat	sun	day	gunzit	gunzit
273	Polysemy	188	ACCEPTED	—	Komnzo	Komnzo	sun	day	efóth	efóth
274	Polysemy	189	ACCEPTED	—	Kyaka	Kyaka	sun	day	niki	niki
275	Polysemy	190	ACCEPTED	—	Kombio	Kombio	sun	day	awun	awun
276	Polysemy	191	ACCEPTED	—	Kâte	Kâte	sun	day	ʒoaŋ	ʒoaŋ
277	Polysemy	192	ACCEPTED	—	Bariai	Bariai	sun	day	ado	ado
278	Polysemy	193	ACCEPTED	—	Maybrat	Maybrat	sun	day	ayo	ayo
279	Polysemy	194	ACCEPTED	—	Ambulas (Abelam)	Ambulas (Abelam)	sun	day	nyaa	nyaa
280	Polysemy	195	ACCEPTED	—	Bilua (Mbilua, Vella Lavella)	Bilua (Mbilua, Vella Lavella)	sun	day	ŋañu	ŋañu
281	Polysemy	196	ACCEPTED	—	Blagar	Blagar	sun	day	ved	ved
282	Polysemy	197	ACCEPTED	—	Klon (Kelon)	Klon (Kelon)	sun	day	mədi	mədi
283	Polysemy	198	ACCEPTED	—	Nedebang	Nedebang	sun	day	weri	weri
